"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","neet","neet",,,"2014 to 2024",8.642,7.141,10.462,1123,"Average","3-year moving average","2015 to 2017"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","neet","neet",,,"2014 to 2024",8.546,7.02,10.308,1086,"Average","3-year moving average","2016 to 2018"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","neet","neet",,,"2014 to 2024",8.958,7.368,10.747,1045,"Average","3-year moving average","2017 to 2019"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","neet","neet",,,"2014 to 2024",9.394,7.843,11.162,1022,"Average","3-year moving average","2018 to 2020"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","neet","neet",,,"2014 to 2024",9.75,8.199,11.479,1098,"Average","3-year moving average","2019 to 2021"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","neet","neet",,,"2014 to 2024",9.707,8.2,11.392,1050,"Average","3-year moving average","2020 to 2022"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","neet","neet",,,"2014 to 2024",9.29,7.8,10.988,897,"Average","3-year moving average","2021 to 2023"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","neet","neet",,,"2014 to 2024",8.908,7.473,10.597,749,"Average","3-year moving average","2022 to 2024"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","neet","neet",,,"2014 to 2024",14.047,13.221,14.918,6514,"Average","3-year moving average","2014 to 2016"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","neet","neet",,,"2014 to 2024",13.349,12.531,14.202,6173,"Average","3-year moving average","2015 to 2017"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","neet","neet",,,"2014 to 2024",13.04,12.209,13.901,5694,"Average","3-year moving average","2016 to 2018"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","neet","neet",,,"2014 to 2024",13.059,12.217,13.936,5421,"Average","3-year moving average","2017 to 2019"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","neet","neet",,,"2014 to 2024",13.105,12.262,13.987,4848,"Average","3-year moving average","2018 to 2020"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","neet","neet",,,"2014 to 2024",12.965,12.134,13.854,4723,"Average","3-year moving average","2019 to 2021"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","neet","neet",,,"2014 to 2024",12.604,11.768,13.475,4193,"Average","3-year moving average","2020 to 2022"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","neet","neet",,,"2014 to 2024",13.04,12.175,13.957,3555,"Average","3-year moving average","2021 to 2023"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","neet","neet",,,"2014 to 2024",13.868,12.99,14.814,3006,"Average","3-year moving average","2022 to 2024"
