ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note,Quintile
IN12,Attainment at age 11,Country,E92000001,England,201617,Total,11,Girls,NA,NA,NA,NA,65,293159,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Total,11,Total,NA,NA,NA,NA,61,599108,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Disadvantaged,11,Boys,NA,NA,NA,NA,43,95930,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Disadvantaged,11,Girls,NA,NA,NA,NA,52,93342,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Disadvantaged,11,Total,NA,NA,NA,NA,47,189272,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Not known to be disadvantaged,11,Boys,NA,NA,NA,NA,64,210019,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Not known to be disadvantaged,11,Girls,NA,NA,NA,NA,71,199817,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Not known to be disadvantaged,11,Total,NA,NA,NA,NA,67,409836,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,FSM eligible,11,Boys,NA,NA,NA,NA,39,46799,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,FSM eligible,11,Girls,NA,NA,NA,NA,47,44584,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,FSM eligible,11,Total,NA,NA,NA,NA,43,91383,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Not known to be FSM eligible,11,Boys,NA,NA,NA,NA,61,259150,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Not known to be FSM eligible,11,Girls,NA,NA,NA,NA,68,248575,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Not known to be FSM eligible,11,Total,NA,NA,NA,NA,64,507725,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Total,11,Boys,NA,NA,NA,NA,61,316590,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Total,11,Girls,NA,NA,NA,NA,68,302769,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Total,11,Total,NA,NA,NA,NA,64,619359,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Disadvantaged,11,Boys,NA,NA,NA,NA,46,96998,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Disadvantaged,11,Girls,NA,NA,NA,NA,55,93530,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Disadvantaged,11,Total,NA,NA,NA,NA,51,190528,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Not known to be disadvantaged,11,Boys,NA,NA,NA,NA,67,219592,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Not known to be disadvantaged,11,Girls,NA,NA,NA,NA,74,209239,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Not known to be disadvantaged,11,Total,NA,NA,NA,NA,70,428831,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,FSM eligible,11,Boys,NA,NA,NA,NA,41,46829,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,FSM eligible,11,Girls,NA,NA,NA,NA,51,44213,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,FSM eligible,11,Total,NA,NA,NA,NA,46,91042,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Not known to be FSM eligible,11,Boys,NA,NA,NA,NA,64,269761,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Not known to be FSM eligible,11,Girls,NA,NA,NA,NA,71,258556,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Not known to be FSM eligible,11,Total,NA,NA,NA,NA,68,528317,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Total,11,Boys,NA,NA,NA,NA,60,328878,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Total,11,Girls,NA,NA,NA,NA,70,315697,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Total,11,Total,NA,NA,NA,NA,65,644580,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Disadvantaged,11,Boys,NA,NA,NA,NA,46,100390,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Disadvantaged,11,Girls,NA,NA,NA,NA,57,96904,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Disadvantaged,11,Total,NA,NA,NA,NA,51,197294,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,FSM eligible,11,Boys,NA,NA,NA,NA,42,55751,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,FSM eligible,11,Girls,NA,NA,NA,NA,53,53142,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,FSM eligible,11,Total,NA,NA,NA,NA,47,108893,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Not known to be disadvantaged,11,Boys,NA,NA,NA,NA,66,228488,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Not known to be disadvantaged,11,Girls,NA,NA,NA,NA,76,218793,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Not known to be disadvantaged,11,Total,NA,NA,NA,NA,71,447286,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Not known to be FSM eligible,11,Boys,NA,NA,NA,NA,64,273127,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Not known to be FSM eligible,11,Girls,NA,NA,NA,NA,73,262555,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Not known to be FSM eligible,11,Total,NA,NA,NA,NA,68,535687,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Total,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Total,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Total,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Disadvantaged,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Disadvantaged,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Disadvantaged,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Not known to be disadvantaged,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Not known to be disadvantaged,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Not known to be disadvantaged,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,FSM eligible,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,FSM eligible,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,FSM eligible,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Not known to be FSM eligible,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Not known to be FSM eligible,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Not known to be FSM eligible,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Total,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Total,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Total,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Disadvantaged,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Disadvantaged,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Disadvantaged,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Not known to be disadvantaged,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Not known to be disadvantaged,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Not known to be disadvantaged,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,FSM eligible,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,FSM eligible,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,FSM eligible,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Not known to be FSM eligible,11,Boys,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Not known to be FSM eligible,11,Girls,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Not known to be FSM eligible,11,Total,NA,NA,NA,NA,x,x,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Total,11,Boys,NA,NA,NA,NA,55,339876,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Total,11,Girls,NA,NA,NA,NA,63,324306,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Total,11,Total,NA,NA,NA,NA,59,664182,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Disadvantaged,11,Boys,NA,NA,NA,NA,39,101378,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Disadvantaged,11,Girls,NA,NA,NA,NA,47,96538,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Disadvantaged,11,Total,NA,NA,NA,NA,43,197916,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,FSM eligible,11,Boys,NA,NA,NA,NA,38,85689,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,FSM eligible,11,Girls,NA,NA,NA,NA,46,81569,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,FSM eligible,11,Total,NA,NA,NA,NA,42,167258,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Not known to be disadvantaged,11,Boys,NA,NA,NA,NA,61,238498,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Not known to be disadvantaged,11,Girls,NA,NA,NA,NA,70,227768,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Not known to be disadvantaged,11,Total,NA,NA,NA,NA,66,466266,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Not known to be FSM eligible,11,Boys,NA,NA,NA,NA,60,254187,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Not known to be FSM eligible,11,Girls,NA,NA,NA,NA,69,242737,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Not known to be FSM eligible,11,Total,NA,NA,NA,NA,64,496924,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Total,11,Boys,NA,NA,NA,NA,56,342434,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Total,11,Girls,NA,NA,NA,NA,63,328037,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Total,11,Total,NA,NA,NA,NA,60,670471,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Disadvantaged,11,Boys,NA,NA,NA,NA,41,104039,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Disadvantaged,11,Girls,NA,NA,NA,NA,47,99519,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Disadvantaged,11,Total,NA,NA,NA,NA,44,203558,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be disadvantaged,11,Boys,NA,NA,NA,NA,63,238395,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be disadvantaged,11,Girls,NA,NA,NA,NA,70,228518,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be disadvantaged,11,Total,NA,NA,NA,NA,66,466913,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Boys,NA,NA,NA,NA,40,93463,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Girls,NA,NA,NA,NA,47,89355,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,NA,NA,NA,NA,43,182818,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Boys,NA,NA,NA,NA,62,248971,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Girls,NA,NA,NA,NA,69,238682,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,NA,NA,NA,NA,66,487653,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Asian - Any other Asian,NA,NA,54,3412,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Asian - Any other Asian,NA,NA,71,10062,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Asian - Bangladeshi,NA,NA,63,4000,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Asian - Bangladeshi,NA,NA,71,7452,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Asian - Chinese,NA,NA,71,533,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Asian - Chinese,NA,NA,69,5234,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Asian - Indian,NA,NA,60,2158,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Asian - Indian,NA,NA,74,21643,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Asian - Pakistani,NA,NA,53,8968,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Asian - Pakistani,NA,NA,62,21015,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Black - Any other Black background,NA,NA,48,2256,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Black - Any other Black background,NA,NA,62,3039,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Black - Black African,NA,NA,58,10289,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Black - Black African,NA,NA,65,17265,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Black - Black Caribbean,NA,NA,43,3048,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Black - Black Caribbean,NA,NA,57,3167,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Mixed - Any other Mixed background,NA,NA,50,5198,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Mixed - Any other Mixed background,NA,NA,70,11196,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Mixed - White and Asian,NA,NA,52,2585,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Mixed - White and Asian,NA,NA,76,7914,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Mixed - White and Black African,NA,NA,51,2272,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Mixed - White and Black African,NA,NA,67,3825,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,Mixed - White and Black Caribbean,NA,NA,41,5403,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,Mixed - White and Black Caribbean,NA,NA,60,5411,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,White - Any other White background,NA,NA,42,10145,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,White - Any other White background,NA,NA,65,37988,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,White - Gypsy or Roma,NA,NA,14,1463,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,White - Gypsy or Roma,NA,NA,23,911,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,White - Irish,NA,NA,39,377,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,White - Irish,NA,NA,75,1140,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,White - Traveller of Irish heritage,NA,NA,18,433,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,White - Traveller of Irish heritage,NA,NA,31,140,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,FSM eligible,11,Total,Ethnicity,White - White British,NA,NA,40,112127,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Not known to be FSM eligible,11,Total,Ethnicity,White - White British,NA,NA,66,314111,NA,NA,NA,Percentage,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201011,Total,11,Total,NA,NA,NA,NA,3.3408,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201112,Total,11,Total,NA,NA,NA,NA,3.2339,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201213,Total,11,Total,NA,NA,NA,NA,3.1588,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201314,Total,11,Total,NA,NA,NA,NA,3.1534,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201415,Total,11,Total,NA,NA,NA,NA,3.103,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201516,Total,11,Total,NA,NA,NA,NA,3.0252,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201617,Total,11,Total,NA,NA,NA,NA,2.9995,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201718,Total,11,Total,NA,NA,NA,NA,2.8985,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201819,Total,11,Total,NA,NA,NA,NA,2.9134,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,201920,Total,11,Total,NA,NA,NA,NA,x,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202021,Total,11,Total,NA,NA,NA,NA,x,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202122,Total,11,Total,NA,NA,NA,NA,3.2277,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,Country,E92000001,England,202223,Total,11,Total,NA,NA,NA,NA,3.209,NA,NA,NA,NA,Disadvantage index,NA,NA
IN12,Attainment at age 11,ITL2,NA,Bedfordshire and Hertfordshire,202223,FSM eligible,11,Total,NA,NA,NA,NA,0.385644511,4709,NA,NA,NA,Percentage,NA,Q2
IN12,Attainment at age 11,ITL2,NA,Bedfordshire and Hertfordshire,202223,Not FSM eligible,11,Total,NA,NA,NA,NA,0.63463037,19249,NA,NA,NA,Percentage,NA,Q2
IN12,Attainment at age 11,ITL2,NA,"Berkshire, Buckinghamshire and Oxfordshire",202223,FSM eligible,11,Total,NA,NA,NA,NA,0.37802276,5624,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN12,Attainment at age 11,ITL2,NA,"Berkshire, Buckinghamshire and Oxfordshire",202223,Not FSM eligible,11,Total,NA,NA,NA,NA,0.657373235,24928,NA,NA,NA,Percentage,NA,Q4
IN12,Attainment at age 11,ITL2,NA,Cheshire,202223,FSM eligible,11,Total,NA,NA,NA,NA,0.422885572,2412,NA,NA,NA,Percentage,NA,Q3
IN12,Attainment at age 11,ITL2,NA,Cheshire,202223,Not FSM eligible,11,Total,NA,NA,NA,NA,0.671944198,9032,NA,NA,NA,Percentage,NA,Q4
