ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note,group
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,99,Birmingham,2018-2022,Total,Total,Total,Z-score category,Least Favourable,NA,NA,-1.548699264,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,1
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,43,Blackburn with Darwen,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.927896697,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,44,Blackpool,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.383058647,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,166,Blaenau Gwent,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.884765832,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,38,Bolton,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.469628924,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,141,"Bournemouth, Christchurch and Poole",2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.395420854,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,118,Bracknell Forest,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.790906964,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,77,Bradford,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.954229892,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,27,Brent,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.902547572,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,161,Bridgend,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.772212096,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,126,Brighton and Hove,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.181466545,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,136,"Bristol, City of",2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,2.066111193,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,21,Bromley,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.307860674,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,117,Buckinghamshire,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.483198804,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,40,Bury,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.184702245,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,165,Caerphilly,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.763658736,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,79,Calderdale,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.343454865,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,110,Cambridgeshire CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.789418277,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,1,Camden and City of London,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.886878642,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,170,Cardiff,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.350187271,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,158,Carmarthenshire,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.210745335,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,113,Central Bedfordshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.634963414,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,156,Ceredigion,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.990714934,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,46,Cheshire East,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.257980029,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,47,Cheshire West and Chester,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.644240443,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,184,City of Edinburgh,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.222411082,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,176,Clackmannanshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.34376786,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,151,Conwy,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.559493999,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,142,Cornwall and Isles of Scilly,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.486071947,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,101,Coventry,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.790451855,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,22,Croydon,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.574359475,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,67,Cumbria,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.309885346,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,60,Darlington,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.040382296,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,152,Denbighshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.699331319,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,82,Derby,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.196427389,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,83,Derbyshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.544186333,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,143,Devon CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.135399807,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,74,Doncaster,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.997228015,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,144,Dorset,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.087765852,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,104,Dudley,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.571050699,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,178,Dumfries and Galloway,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.292668442,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,179,Dundee City,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.809429647,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,55,Durham,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.162067048,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,28,Ealing,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.901105076,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,180,East Ayrshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.894379089,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,181,East Dunbartonshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.060788264,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,182,East Lothian,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.884393144,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,183,East Renfrewshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.423049651,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,69,East Riding of Yorkshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.356519379,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,127,East Sussex CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.343585445,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,20,Enfield,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.484125823,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,116,Essex,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.144065596,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,185,Falkirk,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.522662844,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,186,Fife,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.916957673,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,153,Flintshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.777963851,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,65,Gateshead,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.652115558,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,187,Glasgow City,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.653117214,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,145,Gloucestershire CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.327894452,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,15,Greenwich,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.096181718,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,150,Gwynedd,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.009373775,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,6,Hackney,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,2.02530521,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,49,Halton,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.132886496,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,4,Hammersmith and Fulham,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,3.050721128,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,133,Hampshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.650126334,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,9,Haringey,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.621980339,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,29,Harrow,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.209654582,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,56,Hartlepool,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.454712384,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,17,Havering,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,2.019011836,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,92,"Herefordshire, County of",2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.036998577,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,111,Hertfordshire CC,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.129670038,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,188,Highland,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.401296354,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,30,Hillingdon,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.211073298,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,31,Hounslow,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.765882001,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,189,Inverclyde,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.311395407,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,149,Isle of Anglesey,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.780202417,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,132,Isle of Wight,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.506193729,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,10,Islington,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,2.746992344,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,3,Kensington and Chelsea,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.011105687,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,135,Kent,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.015973202,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,68,"Kingston upon Hull, City of",2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.911403496,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,24,Kingston upon Thames,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.49217675,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,80,Kirklees,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.777593046,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,50,Knowsley,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.962783783,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,13,Lambeth,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,4.213320193,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,45,Lancashire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.116483746,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,78,Leeds,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.965447551,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,86,Leicester,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.703680683,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,88,Leicestershire CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.697180401,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,11,Lewisham,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,2.081770592,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,91,Lincolnshire CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.58940673,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,52,Liverpool,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.333597429,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,106,Luton,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.301609652,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,33,Manchester,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.252636218,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,134,Medway,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.320482368,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,164,Merthyr Tydfil,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.762809928,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,23,Merton,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.805150695,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,58,Middlesbrough,2018-2022,Total,Total,Total,Z-score category,Least Favourable,NA,NA,-1.786239115,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,1
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,190,Midlothian,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.047134067,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,124,Milton Keynes,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.701371685,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,168,Monmouthshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.362552085,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_labour_market,Labour market opportunities for young people,SMC georgraphy,191,Moray,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.255378933,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
