"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex"
"IN42","Occupational progression","K02000001","United Kingdom","Country","32","Intermediate","Sex","Women",0.42877,0.420043,0.437497,0.004453,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","33","Intermediate","Sex","Women",0.435061,0.426053,0.444069,0.004596,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","34","Intermediate","Sex","Women",0.440023,0.430784,0.449263,0.004714,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","35","Intermediate","Sex","Women",0.443645,0.434254,0.453037,0.004792,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","36","Intermediate","Sex","Women",0.445919,0.436457,0.455381,0.004828,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","37","Intermediate","Sex","Women",0.446841,0.437369,0.456314,0.004833,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","38","Intermediate","Sex","Women",0.44641,0.436939,0.45588,0.004832,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","39","Intermediate","Sex","Women",0.444625,0.435095,0.454155,0.004862,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","40","Intermediate","Sex","Women",0.441491,0.431745,0.451237,0.004973,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","41","Intermediate","Sex","Women",0.437013,0.426791,0.447236,0.005216,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","42","Intermediate","Sex","Women",0.431202,0.420152,0.442251,0.005638,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","43","Intermediate","Sex","Women",0.424071,0.411792,0.436349,0.006265,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","44","Intermediate","Sex","Women",0.41564,0.40172,0.42956,0.007102,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","25","Lower professional","Sex","Women",0.442831,0.428994,0.456668,0.00706,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","26","Lower professional","Sex","Women",0.462547,0.450548,0.474546,0.006122,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","27","Lower professional","Sex","Women",0.481013,0.470399,0.491626,0.005415,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","28","Lower professional","Sex","Women",0.498161,0.488445,0.507877,0.004957,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","29","Lower professional","Sex","Women",0.513946,0.50467,0.523222,0.004733,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","30","Lower professional","Sex","Women",0.528338,0.519145,0.537532,0.004691,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","31","Lower professional","Sex","Women",0.541324,0.531987,0.550661,0.004764,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","32","Lower professional","Sex","Women",0.5529,0.543316,0.562484,0.00489,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","33","Lower professional","Sex","Women",0.563072,0.553227,0.572918,0.005023,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","34","Lower professional","Sex","Women",0.571851,0.561784,0.581918,0.005136,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","35","Lower professional","Sex","Women",0.579251,0.569024,0.589477,0.005218,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","36","Lower professional","Sex","Women",0.585286,0.57496,0.595611,0.005268,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","37","Lower professional","Sex","Women",0.589971,0.579583,0.600359,0.0053,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","38","Lower professional","Sex","Women",0.593319,0.582861,0.603776,0.005336,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","39","Lower professional","Sex","Women",0.595339,0.584739,0.605938,0.005408,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","40","Lower professional","Sex","Women",0.596037,0.585143,0.606932,0.005559,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","41","Lower professional","Sex","Women",0.595417,0.583984,0.60685,0.005833,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","42","Lower professional","Sex","Women",0.593475,0.581175,0.605774,0.006276,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","43","Lower professional","Sex","Women",0.590205,0.576646,0.603765,0.006918,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","44","Lower professional","Sex","Women",0.5856,0.570351,0.600848,0.00778,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","25","Higher professional","Sex","Women",0.482783,0.468498,0.497067,0.007288,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","26","Higher professional","Sex","Women",0.50428,0.49187,0.51669,0.006332,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","27","Higher professional","Sex","Women",0.524396,0.513384,0.535407,0.005618,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","28","Higher professional","Sex","Women",0.543074,0.532965,0.553183,0.005158,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","29","Higher professional","Sex","Women",0.560283,0.550629,0.569937,0.004926,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","30","Higher professional","Sex","Women",0.576011,0.566473,0.58555,0.004867,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","31","Higher professional","Sex","Women",0.590263,0.580631,0.599896,0.004915,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","32","Higher professional","Sex","Women",0.603055,0.593235,0.612876,0.005011,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","33","Higher professional","Sex","Women",0.614411,0.604389,0.624433,0.005113,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","34","Higher professional","Sex","Women",0.62436,0.614172,0.634548,0.005198,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","35","Higher professional","Sex","Women",0.632933,0.622634,0.643233,0.005255,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","36","Higher professional","Sex","Women",0.640163,0.629803,0.650522,0.005286,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","37","Higher professional","Sex","Women",0.646077,0.635685,0.656469,0.005302,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","38","Higher professional","Sex","Women",0.650703,0.640267,0.66114,0.005325,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","39","Higher professional","Sex","Women",0.654063,0.643511,0.664614,0.005383,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","40","Higher professional","Sex","Women",0.656171,0.645363,0.666979,0.005514,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","41","Higher professional","Sex","Women",0.657041,0.645753,0.668328,0.005759,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","42","Higher professional","Sex","Women",0.656675,0.644607,0.668742,0.006157,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","43","Higher professional","Sex","Women",0.655072,0.641861,0.668282,0.00674,NA,"2014-21","Predictive margins",NA,"Women"
"IN42","Occupational progression","K02000001","United Kingdom","Country","44","Higher professional","Sex","Women",0.652223,0.637465,0.666981,0.00753,NA,"2014-21","Predictive margins",NA,"Women"
