"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","seb_three_cat"
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Kent","sec_employed","Lower working","itl2_current_geo","Kent","quintile",2,,,"2014-2024",12.804,10.964,14.922,1147,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Lancashire","sec_employed","Lower working","itl2_current_geo","Lancashire","quintile",3,,,"2014-2024",14.899,13.053,17.004,1300,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Leicestershire, Rutland and Northamptonshire","sec_employed","Lower working","itl2_current_geo","Leicestershire, Rutland and Northamptonshire","quintile",3,,,"2014-2024",14.878,13.232,16.752,1630,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Lincolnshire","sec_employed","Lower working","itl2_current_geo","Lincolnshire","quintile",3,,,"2014-2024",13.865,11.299,16.943,612,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Merseyside","sec_employed","Lower working","itl2_current_geo","Merseyside","quintile",2,,,"2014-2024",12.511,10.677,14.602,1143,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","North Eastern Scotland","sec_employed","Lower working","itl2_current_geo","North Eastern Scotland","quintile",5,,,"2014-2024",22.43,18.462,26.724,412,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","North Yorkshire","sec_employed","Lower working","itl2_current_geo","North Yorkshire","quintile",1,,,"2014-2024",12.467,10.258,15.216,726,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Northern Ireland","sec_employed","Lower working","itl2_current_geo","Northern Ireland","quintile",4,,,"2014-2024",18.452,17.165,19.839,3309,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Northumberland, and Tyne and Wear","sec_employed","Lower working","itl2_current_geo","Northumberland, and Tyne and Wear","quintile",4,,,"2014-2024",17.594,15.569,19.747,1321,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Outer London - East and North East","sec_employed","Lower working","itl2_current_geo","Outer London - East and North East","quintile",1,,,"2014-2024",11.826,10.174,13.743,1317,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Outer London - South","sec_employed","Lower working","itl2_current_geo","Outer London - South","quintile",2,,,"2014-2024",12.49,10.54,14.7,1018,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Outer London - West and North West","sec_employed","Lower working","itl2_current_geo","Outer London - West and North West","quintile",2,,,"2014-2024",12.947,11.098,14.977,1200,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Shropshire and Staffordshire","sec_employed","Lower working","itl2_current_geo","Shropshire and Staffordshire","quintile",4,,,"2014-2024",17.628,15.565,19.836,1267,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","South Yorkshire","sec_employed","Lower working","itl2_current_geo","South Yorkshire","quintile",5,,,"2014-2024",18.519,16.395,20.799,1238,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Southern Scotland","sec_employed","Lower working","itl2_current_geo","Southern Scotland","quintile",5,,,"2014-2024",18.919,16.067,22.107,677,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Surrey, East and West Sussex","sec_employed","Lower working","itl2_current_geo","Surrey, East and West Sussex","quintile",1,,,"2014-2024",12.334,10.847,13.929,1812,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Tees Valley and Durham","sec_employed","Lower working","itl2_current_geo","Tees Valley and Durham","quintile",5,,,"2014-2024",19.035,16.614,21.705,951,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","West Central Scotland","sec_employed","Lower working","itl2_current_geo","West Central Scotland","quintile",5,,,"2014-2024",21.049,18.848,23.428,1259,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","West Midlands","sec_employed","Lower working","itl2_current_geo","West Midlands","quintile",4,,,"2014-2024",17.278,15.692,18.96,2114,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","West Wales and The Valleys","sec_employed","Lower working","itl2_current_geo","West Wales and The Valleys","quintile",4,,,"2014-2024",17.301,15.492,19.304,1565,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","West Yorkshire","sec_employed","Lower working","itl2_current_geo","West Yorkshire","quintile",4,,,"2014-2024",17.513,15.941,19.188,2165,"Percent",,
