"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","seb_three_cat"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2019",,,,,"2014-2024",21.423,20.358,22.539,5530,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2020",,,,,"2014-2024",22.117,20.814,23.472,3821,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2021",,,,,"2014-2024",22.92,21.759,24.105,5015,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2022",,,,,"2014-2024",20.83,19.559,22.177,3772,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2023",,,,,"2014-2024",19.795,18.189,21.54,2231,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2024",,,,,"2014-2024",19.833,18.515,21.234,3377,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2014",,,,,"2014-2024",27.276,26.196,28.382,6471,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2015",,,,,"2014-2024",26.474,25.386,27.582,6294,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2016",,,,,"2014-2024",25.973,24.885,27.098,6121,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2017",,,,,"2014-2024",26.786,25.659,27.929,5930,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2018",,,,,"2014-2024",27.449,26.296,28.65,5605,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2019",,,,,"2014-2024",28.238,27.066,29.456,5530,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2020",,,,,"2014-2024",30.455,29.011,31.955,3821,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2021",,,,,"2014-2024",27.022,25.798,28.275,5015,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2022",,,,,"2014-2024",28.3,26.86,29.76,3772,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2023",,,,,"2014-2024",26.723,24.898,28.612,2231,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2024",,,,,"2014-2024",29.65,28.111,31.219,3377,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2014",,,,,"2014-2024",10.532,9.807,11.319,6471,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2015",,,,,"2014-2024",11.14,10.376,11.947,6294,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2016",,,,,"2014-2024",11.546,10.766,12.384,6121,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2017",,,,,"2014-2024",10.927,10.15,11.756,5930,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2018",,,,,"2014-2024",13.253,12.385,14.178,5605,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2019",,,,,"2014-2024",13.813,12.922,14.759,5530,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2020",,,,,"2014-2024",14.244,13.152,15.395,3821,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2021",,,,,"2014-2024",16.901,15.888,17.982,5015,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2022",,,,,"2014-2024",18.11,16.898,19.382,3772,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2023",,,,,"2014-2024",21.009,19.36,22.785,2231,"Percent",,
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2024",,,,,"2014-2024",18.914,17.622,20.293,3377,"Percent",,
