"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex"
"MO41","Absolute housing mobility",NA,"Scotland","ITL1","25-64","Not owned",NA,NA,49.69912234,46.07751189,53.27311234,NA,767,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"North West","ITL1","25-64","Owned",NA,NA,72.07739416,69.74839522,74.31854362,NA,1522,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"North West","ITL1","25-64","Not owned",NA,NA,45.62363327,41.81799566,49.33717401,NA,698,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"Yorkshire and The Humber","ITL1","25-64","Owned",NA,NA,72.96079869,70.3871784,75.31529222,NA,1288,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"Yorkshire and The Humber","ITL1","25-64","Not owned",NA,NA,43.46446703,39.39408123,47.4825965,NA,599,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"East Midlands","ITL1","25-64","Owned",NA,NA,70.5888682,67.62876397,73.25132491,NA,1044,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"East Midlands","ITL1","25-64","Not owned",NA,NA,48.27908556,43.82163185,52.66952087,NA,510,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"West Midlands","ITL1","25-64","Owned",NA,NA,72.29794702,69.54341664,74.89251424,NA,1111,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"West Midlands","ITL1","25-64","Not owned",NA,NA,46.86959117,42.44192189,51.2957161,NA,508,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"East of England","ITL1","25-64","Owned",NA,NA,72.68871617,70.13753432,75.04740159,NA,1305,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"East of England","ITL1","25-64","Not owned",NA,NA,45.37939322,41.10991712,49.61711542,NA,547,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"London","ITL1","25-64","Owned",NA,NA,59.59102402,56.5836746,62.4055097,NA,1124,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"London","ITL1","25-64","Not owned",NA,NA,35.30692617,30.61543718,39.74664579,NA,439,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"South East","ITL1","25-64","Owned",NA,NA,74.94422536,72.755428,76.97638261,NA,1666,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility",NA,"South East","ITL1","25-64","Not owned",NA,NA,47.83530081,43.37766483,51.99258896,NA,537,"2016-20","Percentage",NA,"Total"
"MO41","Absolute housing mobility","K02000001","United Kingdom","Country","25-64","Owned",NA,NA,63.86228146,62.44613322,65.2216189,NA,4674,"2016-20","Percentage",NA,"Women"
"MO41","Absolute housing mobility","K02000001","United Kingdom","Country","25-64","Not owned",NA,NA,34.93488699,33.0775733,36.8196361,NA,2545,"2016-20","Percentage",NA,"Women"
"MO41","Absolute housing mobility","K02000001","United Kingdom","Country","25-64","Owned",NA,NA,75.08129684,74.07376881,76.04695249,NA,7485,"2016-20","Percentage",NA,"Men"
"MO41","Absolute housing mobility","K02000001","United Kingdom","Country","25-64","Not owned",NA,NA,54.88668871,53.14391055,56.60036368,NA,3240,"2016-20","Percentage",NA,"Men"
