measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,fourth_split_type,fourth_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,seb_three_cat,label
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Cornwall and Isles of Scilly,unemp_binary,Unemployed,itl2_current_geo,Cornwall and Isles of Scilly,quintile,2,NA,NA,2014-2024,11.903,9.255,15.232,486,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Cumbria,unemp_binary,Unemployed,itl2_current_geo,Cumbria,quintile,1,NA,NA,2014-2024,11.065,8.228,14.466,419,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,11%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Derbyshire and Nottinghamshire,unemp_binary,Unemployed,itl2_current_geo,Derbyshire and Nottinghamshire,quintile,4,NA,NA,2014-2024,15.46,13.735,17.383,1564,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,15%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Devon,unemp_binary,Unemployed,itl2_current_geo,Devon,quintile,1,NA,NA,2014-2024,11.223,9.27,13.483,910,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,11%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Dorset and Somerset,unemp_binary,Unemployed,itl2_current_geo,Dorset and Somerset,quintile,2,NA,NA,2014-2024,12.386,10.454,14.641,1000,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,East Anglia,unemp_binary,Unemployed,itl2_current_geo,East Anglia,quintile,4,NA,NA,2014-2024,14.289,12.777,15.906,1983,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,East Wales,unemp_binary,Unemployed,itl2_current_geo,East Wales,quintile,4,NA,NA,2014-2024,13.827,11.538,16.487,788,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,East Yorkshire and Northern Lincolnshire,unemp_binary,Unemployed,itl2_current_geo,East Yorkshire and Northern Lincolnshire,quintile,5,NA,NA,2014-2024,19.112,16.254,22.327,675,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,19%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Eastern Scotland,unemp_binary,Unemployed,itl2_current_geo,Eastern Scotland,quintile,3,NA,NA,2014-2024,12.61,10.95,14.487,1411,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,13%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Essex,unemp_binary,Unemployed,itl2_current_geo,Essex,quintile,1,NA,NA,2014-2024,11.229,9.569,13.191,1226,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,11%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,"Gloucestershire, Wiltshire and Bath/Bristol area",unemp_binary,Unemployed,itl2_current_geo,"Gloucestershire, Wiltshire and Bath/Bristol area",quintile,2,NA,NA,2014-2024,12.52,11.097,14.137,1890,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,13%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Greater Manchester,unemp_binary,Unemployed,itl2_current_geo,Greater Manchester,quintile,4,NA,NA,2014-2024,16.423,14.759,18.177,1860,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,16%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Hampshire and Isle of Wight,unemp_binary,Unemployed,itl2_current_geo,Hampshire and Isle of Wight,quintile,2,NA,NA,2014-2024,11.597,9.983,13.4,1407,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,"Herefordshire, Worcestershire and Warwickshire",unemp_binary,Unemployed,itl2_current_geo,"Herefordshire, Worcestershire and Warwickshire",quintile,1,NA,NA,2014-2024,11.137,9.265,13.288,989,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,11%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Highlands and Islands,unemp_binary,Unemployed,itl2_current_geo,Highlands and Islands,quintile,1,NA,NA,2014-2024,8.671,5.542,12.797,258,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,9%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Inner London - East,unemp_binary,Unemployed,itl2_current_geo,Inner London - East,quintile,5,NA,NA,2014-2024,18.562,16.255,21.142,1012,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,19%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Inner London - West,unemp_binary,Unemployed,itl2_current_geo,Inner London - West,quintile,3,NA,NA,2014-2024,13.208,9.981,17.316,355,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,13%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Kent,unemp_binary,Unemployed,itl2_current_geo,Kent,quintile,3,NA,NA,2014-2024,13.531,11.586,15.715,1102,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Lancashire,unemp_binary,Unemployed,itl2_current_geo,Lancashire,quintile,2,NA,NA,2014-2024,11.881,10.037,13.959,1096,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,"Leicestershire, Rutland and Northamptonshire",unemp_binary,Unemployed,itl2_current_geo,"Leicestershire, Rutland and Northamptonshire",quintile,3,NA,NA,2014-2024,12.943,11.252,14.777,1448,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,13%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Lincolnshire,unemp_binary,Unemployed,itl2_current_geo,Lincolnshire,quintile,3,NA,NA,2014-2024,13.195,10.632,16.353,574,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,13%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Merseyside,unemp_binary,Unemployed,itl2_current_geo,Merseyside,quintile,4,NA,NA,2014-2024,14.807,12.581,17.358,891,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,15%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,North Eastern Scotland,unemp_binary,Unemployed,itl2_current_geo,North Eastern Scotland,quintile,1,NA,NA,2014-2024,11.462,8.467,15.062,387,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,11%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,North Yorkshire,unemp_binary,Unemployed,itl2_current_geo,North Yorkshire,quintile,1,NA,NA,2014-2024,9.976,7.954,12.484,720,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,10%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Northern Ireland,unemp_binary,Unemployed,itl2_current_geo,Northern Ireland,quintile,1,NA,NA,2014-2024,10.428,9.325,11.674,2691,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,10%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,"Northumberland, and Tyne and Wear",unemp_binary,Unemployed,itl2_current_geo,"Northumberland, and Tyne and Wear",quintile,5,NA,NA,2014-2024,17.665,15.557,20.072,1141,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,18%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Outer London - East and North East,unemp_binary,Unemployed,itl2_current_geo,Outer London - East and North East,quintile,5,NA,NA,2014-2024,19.284,16.862,21.908,976,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,19%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Outer London - South,unemp_binary,Unemployed,itl2_current_geo,Outer London - South,quintile,5,NA,NA,2014-2024,17.22,14.58,20.127,745,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,17%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Outer London - West and North West,unemp_binary,Unemployed,itl2_current_geo,Outer London - West and North West,quintile,5,NA,NA,2014-2024,19.716,17.14,22.454,895,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,20%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Shropshire and Staffordshire,unemp_binary,Unemployed,itl2_current_geo,Shropshire and Staffordshire,quintile,3,NA,NA,2014-2024,13.298,11.386,15.467,1113,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,13%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,South Yorkshire,unemp_binary,Unemployed,itl2_current_geo,South Yorkshire,quintile,4,NA,NA,2014-2024,14.237,12.093,16.622,957,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Southern Scotland,unemp_binary,Unemployed,itl2_current_geo,Southern Scotland,quintile,2,NA,NA,2014-2024,12.427,10.097,15.229,675,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,"Surrey, East and West Sussex",unemp_binary,Unemployed,itl2_current_geo,"Surrey, East and West Sussex",quintile,2,NA,NA,2014-2024,12.483,11.038,14.137,1815,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Tees Valley and Durham,unemp_binary,Unemployed,itl2_current_geo,Tees Valley and Durham,quintile,5,NA,NA,2014-2024,17.229,14.797,19.882,884,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,17%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,West Central Scotland,unemp_binary,Unemployed,itl2_current_geo,West Central Scotland,quintile,3,NA,NA,2014-2024,13.08,11.154,15.343,1045,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,13%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,West Midlands,unemp_binary,Unemployed,itl2_current_geo,West Midlands,quintile,5,NA,NA,2014-2024,20.09,18.228,22.043,1744,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,20%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,West Wales and The Valleys,unemp_binary,Unemployed,itl2_current_geo,West Wales and The Valleys,quintile,4,NA,NA,2014-2024,14.039,12.266,16.067,1337,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,West Yorkshire,unemp_binary,Unemployed,itl2_current_geo,West Yorkshire,quintile,4,NA,NA,2014-2024,14.175,12.556,15.928,1702,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2024,NA,14%
