measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,fourth_split_type,fourth_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,seb_three_cat,label
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,East Yorkshire and Northern Lincolnshire,higher_degree_binary,Higher degree,itl2_current_geo,East Yorkshire and Northern Lincolnshire,quintile,1,NA,NA,2014-2024,7.361,6.741,8.037,6397,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,7%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Eastern Scotland,higher_degree_binary,Higher degree,itl2_current_geo,Eastern Scotland,quintile,5,NA,NA,2014-2024,15.002,14.419,15.6,14213,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,15%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Essex,higher_degree_binary,Higher degree,itl2_current_geo,Essex,quintile,1,NA,NA,2014-2024,9.37,8.854,9.921,11660,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,9%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,"Gloucestershire, Wiltshire and Bath/Bristol area",higher_degree_binary,Higher degree,itl2_current_geo,"Gloucestershire, Wiltshire and Bath/Bristol area",quintile,4,NA,NA,2014-2024,14.844,14.335,15.363,18549,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,15%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Greater Manchester,higher_degree_binary,Higher degree,itl2_current_geo,Greater Manchester,quintile,3,NA,NA,2014-2024,11.611,11.155,12.088,18315,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,12%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Hampshire and Isle of Wight,higher_degree_binary,Higher degree,itl2_current_geo,Hampshire and Isle of Wight,quintile,3,NA,NA,2014-2024,11.895,11.363,12.454,13717,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,12%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,"Herefordshire, Worcestershire and Warwickshire",higher_degree_binary,Higher degree,itl2_current_geo,"Herefordshire, Worcestershire and Warwickshire",quintile,3,NA,NA,2014-2024,11.936,11.322,12.576,10440,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,12%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Highlands and Islands,higher_degree_binary,Higher degree,itl2_current_geo,Highlands and Islands,quintile,1,NA,NA,2014-2024,8.577,7.551,9.763,2560,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,9%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Inner London - East,higher_degree_binary,Higher degree,itl2_current_geo,Inner London - East,quintile,5,NA,NA,2014-2024,25.097,24.33,25.885,12072,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,25%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Inner London - West,higher_degree_binary,Higher degree,itl2_current_geo,Inner London - West,quintile,5,NA,NA,2014-2024,32.026,30.738,33.362,4932,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,32%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Kent,higher_degree_binary,Higher degree,itl2_current_geo,Kent,quintile,2,NA,NA,2014-2024,10.315,9.752,10.902,10918,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,10%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Lancashire,higher_degree_binary,Higher degree,itl2_current_geo,Lancashire,quintile,2,NA,NA,2014-2024,10.02,9.452,10.614,10431,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,10%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,"Leicestershire, Rutland and Northamptonshire",higher_degree_binary,Higher degree,itl2_current_geo,"Leicestershire, Rutland and Northamptonshire",quintile,2,NA,NA,2014-2024,10.242,9.736,10.776,13256,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,10%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Lincolnshire,higher_degree_binary,Higher degree,itl2_current_geo,Lincolnshire,quintile,1,NA,NA,2014-2024,7.171,6.51,7.89,5523,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,7%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Merseyside,higher_degree_binary,Higher degree,itl2_current_geo,Merseyside,quintile,2,NA,NA,2014-2024,10.317,9.706,10.955,9269,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,10%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,North Eastern Scotland,higher_degree_binary,Higher degree,itl2_current_geo,North Eastern Scotland,quintile,4,NA,NA,2014-2024,14.636,13.459,15.869,3385,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,15%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,North Yorkshire,higher_degree_binary,Higher degree,itl2_current_geo,North Yorkshire,quintile,4,NA,NA,2014-2024,14.154,13.327,15.012,6693,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,14%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Northern Ireland,higher_degree_binary,Higher degree,itl2_current_geo,Northern Ireland,quintile,1,NA,NA,2014-2024,9.763,9.425,10.109,29216,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,10%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,"Northumberland, and Tyne and Wear",higher_degree_binary,Higher degree,itl2_current_geo,"Northumberland, and Tyne and Wear",quintile,2,NA,NA,2014-2024,10.459,9.895,11.044,11085,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,10%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Outer London - East and North East,higher_degree_binary,Higher degree,itl2_current_geo,Outer London - East and North East,quintile,5,NA,NA,2014-2024,15.484,14.798,16.188,10549,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,15%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Outer London - South,higher_degree_binary,Higher degree,itl2_current_geo,Outer London - South,quintile,5,NA,NA,2014-2024,20.068,19.203,20.958,8113,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,20%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Outer London - West and North West,higher_degree_binary,Higher degree,itl2_current_geo,Outer London - West and North West,quintile,5,NA,NA,2014-2024,21.421,20.655,22.209,10844,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,21%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Shropshire and Staffordshire,higher_degree_binary,Higher degree,itl2_current_geo,Shropshire and Staffordshire,quintile,1,NA,NA,2014-2024,9.453,8.912,10.023,10843,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,9%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,South Yorkshire,higher_degree_binary,Higher degree,itl2_current_geo,South Yorkshire,quintile,4,NA,NA,2014-2024,12.302,11.652,12.986,9469,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,12%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Southern Scotland,higher_degree_binary,Higher degree,itl2_current_geo,Southern Scotland,quintile,1,NA,NA,2014-2024,6.868,6.286,7.493,6919,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,7%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,"Surrey, East and West Sussex",higher_degree_binary,Higher degree,itl2_current_geo,"Surrey, East and West Sussex",quintile,4,NA,NA,2014-2024,14.716,14.213,15.237,18576,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,15%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,Tees Valley and Durham,higher_degree_binary,Higher degree,itl2_current_geo,Tees Valley and Durham,quintile,1,NA,NA,2014-2024,8.246,7.675,8.846,8651,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,8%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,West Central Scotland,higher_degree_binary,Higher degree,itl2_current_geo,West Central Scotland,quintile,4,NA,NA,2014-2024,12.338,11.691,13.018,9587,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,12%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,West Midlands,higher_degree_binary,Higher degree,itl2_current_geo,West Midlands,quintile,3,NA,NA,2014-2024,10.627,10.166,11.101,16904,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,11%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,West Wales and The Valleys,higher_degree_binary,Higher degree,itl2_current_geo,West Wales and The Valleys,quintile,2,NA,NA,2014-2024,9.991,9.49,10.508,13537,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,10%
dr53,Postgraduate education,geography_caterpillar,TLH2,ITL2,West Yorkshire,higher_degree_binary,Higher degree,itl2_current_geo,West Yorkshire,quintile,3,NA,NA,2014-2024,10.584,10.127,11.062,16854,Percent,NA,"higher_degree_binary, itl2_current_geo",rweight,25-64,2014-2024,NA,11%
