"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used"
"ci4","Promising Prospects","composite_index","NA","Local Authority","Dundee City","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.542","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Durham","time_period","2018 to 2020","zscore_category","most unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.691","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Ealing","time_period","2018 to 2020","zscore_category","most favourable",NA,NA,NA,NA,"2018 to 2020","2.922","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","East Ayrshire","time_period","2018 to 2020","zscore_category","unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.405","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","East Dunbartonshire","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.868","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","East Lothian","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.447","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","East Renfrewshire","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.705","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","East Riding of Yorkshire","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.304","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","East Sussex CC","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.524","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Enfield","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.922","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Essex","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.650","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Falkirk","time_period","2018 to 2020","zscore_category","unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.062","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Fife","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.860","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Flintshire","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.005","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Gateshead","time_period","2018 to 2020","zscore_category","most unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.575","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Glasgow City","time_period","2018 to 2020","zscore_category","unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.134","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Gloucestershire CC","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.732","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Greenwich","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.615","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Gwynedd","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.677","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Hackney","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.970","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Halton","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.856","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Hammersmith and Fulham","time_period","2018 to 2020","zscore_category","favourable",NA,NA,NA,NA,"2018 to 2020","1.217","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Hampshire","time_period","2018 to 2020","zscore_category","favourable",NA,NA,NA,NA,"2018 to 2020","1.096","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Haringey","time_period","2018 to 2020","zscore_category","favourable",NA,NA,NA,NA,"2018 to 2020","1.009","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Harrow","time_period","2018 to 2020","zscore_category","most favourable",NA,NA,NA,NA,"2018 to 2020","2.845","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Hartlepool","time_period","2018 to 2020","zscore_category","unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.115","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Havering","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.765","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Herefordshire, County of","time_period","2018 to 2020","zscore_category","favourable",NA,NA,NA,NA,"2018 to 2020","1.044","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Hertfordshire CC","time_period","2018 to 2020","zscore_category","most favourable",NA,NA,NA,NA,"2018 to 2020","1.943","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Highland","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.337","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Hillingdon","time_period","2018 to 2020","zscore_category","most favourable",NA,NA,NA,NA,"2018 to 2020","2.250","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Hounslow","time_period","2018 to 2020","zscore_category","most favourable",NA,NA,NA,NA,"2018 to 2020","2.940","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Inverclyde","time_period","2018 to 2020","zscore_category","unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.202","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Isle of Anglesey","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.433","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Isle of Wight","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.768","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Islington","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.948","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Kensington and Chelsea","time_period","2018 to 2020","zscore_category","favourable",NA,NA,NA,NA,"2018 to 2020","1.450","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Kent","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.756","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Kingston upon Hull, City of","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.928","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Kingston upon Thames","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.735","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Kirklees","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.955","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Knowsley","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.575","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Lambeth","time_period","2018 to 2020","zscore_category","favourable",NA,NA,NA,NA,"2018 to 2020","1.140","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Lancashire","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.459","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Leeds","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.513","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Leicester","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.862","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Leicestershire CC","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.537","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Lewisham","time_period","2018 to 2020","zscore_category","favourable",NA,NA,NA,NA,"2018 to 2020","1.009","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Lincolnshire CC","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.295","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Liverpool","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.295","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Luton","time_period","2018 to 2020","zscore_category","most favourable",NA,NA,NA,NA,"2018 to 2020","1.642","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Manchester","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.654","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Medway","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","0.053","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Merthyr Tydfil","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.532","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Merton","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","0.310","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Middlesbrough","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.510","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Midlothian","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.558","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Milton Keynes","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.859","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Monmouthshire","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.227","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Moray","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.352","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Na h-Eileanan Siar","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.488","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Neath Port Talbot","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.568","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Newcastle upon Tyne","time_period","2018 to 2020","zscore_category","most unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.705","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Newham","time_period","2018 to 2020","zscore_category","upper middling",NA,NA,NA,NA,"2018 to 2020","0.854","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","Newport","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","0.016","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","North Ayrshire mainland","time_period","2018 to 2020","zscore_category","unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.310","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","North East Lincolnshire","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.907","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","North Lanarkshire","time_period","2018 to 2020","zscore_category","most unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.889","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","North Lincolnshire","time_period","2018 to 2020","zscore_category","lower middling",NA,NA,NA,NA,"2018 to 2020","-0.861","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","North Northamptonshire","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","-0.362","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","North Somerset","time_period","2018 to 2020","zscore_category","middling",NA,NA,NA,NA,"2018 to 2020","0.393","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci4","Promising Prospects","composite_index","NA","Local Authority","North Tyneside","time_period","2018 to 2020","zscore_category","unfavourable",NA,NA,NA,NA,"2018 to 2020","-1.194","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
