"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used"
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Birmingham","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.289","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Blackburn with Darwen","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.671","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Blackpool","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.645","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Blaenau Gwent","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.162","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Bolton","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.211","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Bournemouth, Christchurch and Poole","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.089","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Bracknell Forest","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.498","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Bradford","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.641","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Brent","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.645","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Bridgend","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.961","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Brighton and Hove","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.205","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Bristol, City of","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.803","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Bromley","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","1.646","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Buckinghamshire","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.565","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Bury","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.328","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Caerphilly","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.949","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Calderdale","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.273","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Cambridgeshire CC","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.745","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Camden and City of London","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","2.184","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Cardiff","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.567","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Carmarthenshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.990","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Central Bedfordshire","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.571","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Ceredigion","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.309","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Cheshire East","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.381","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Cheshire West and Chester","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.365","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","City of Edinburgh","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.956","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Clackmannanshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.579","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Conwy","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.957","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Cornwall and Isles of Scilly","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.251","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Coventry","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.261","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Croydon","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.034","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Cumbria","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.879","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Darlington","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.816","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Denbighshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.753","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Derby","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.107","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Derbyshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.665","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Devon CC","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.487","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Doncaster","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.614","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Dorset","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.574","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Dudley","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.099","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Dumfries and Galloway","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.957","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Dundee City","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.985","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Durham","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.203","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Ealing","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.453","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","East Ayrshire","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.002","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","East Dunbartonshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.271","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","East Lothian","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.799","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","East Renfrewshire","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.532","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","East Riding of Yorkshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.708","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","East Sussex CC","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.498","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Enfield","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.570","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Essex","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.872","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Falkirk","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.222","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Fife","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.732","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Flintshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.179","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Gateshead","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.170","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Glasgow City","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.119","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Gloucestershire CC","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.122","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Greenwich","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.113","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Gwynedd","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.048","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Hackney","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.605","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Halton","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.635","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Hammersmith and Fulham","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","3.605","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Hampshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.465","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Haringey","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.474","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Harrow","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.376","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Hartlepool","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.081","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Havering","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","1.547","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Herefordshire, County of","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.646","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Hertfordshire CC","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.408","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Highland","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.858","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Hillingdon","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.065","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Hounslow","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.868","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Inverclyde","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.631","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Isle of Anglesey","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.325","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Isle of Wight","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.820","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Islington","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","2.304","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Kensington and Chelsea","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","2.871","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Kent","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.101","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Kingston upon Hull, City of","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.279","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Kingston upon Thames","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","1.723","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Kirklees","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.190","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Knowsley","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.673","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Lambeth","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","2.168","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Lancashire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.324","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Leeds","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.056","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Leicester","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.742","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Leicestershire CC","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.148","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Lewisham","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","1.568","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Lincolnshire CC","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.026","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Liverpool","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.653","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Luton","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.186","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Manchester","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.117","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Medway","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.183","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Merthyr Tydfil","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.075","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Merton","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","2.633","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Middlesbrough","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.198","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Midlothian","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.025","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Milton Keynes","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.564","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Monmouthshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.647","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Moray","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.002","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Na h-Eileanan Siar","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.898","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Neath Port Talbot","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.922","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Newcastle upon Tyne","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.276","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Newham","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.316","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","Newport","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.414","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","North Ayrshire mainland","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.112","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","North East Lincolnshire","time_period","2000 to 2005","zscore_category","most unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.678","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","North Lanarkshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.571","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci2","Labour Market Outcomes","composite_index","NA","Local Authority","North Lincolnshire","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.001","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
