"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used"
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Bridgend","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.586","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Brighton and Hove","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","1.518","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Bristol, City of","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.232","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Bromley","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.648","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Buckinghamshire","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.717","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Bury","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.346","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Caerphilly","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.667","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Calderdale","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.271","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Cambridgeshire CC","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.026","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Camden and City of London","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","6.841","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Cardiff","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.452","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Carmarthenshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.257","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Central Bedfordshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.073","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Ceredigion","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.302","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Cheshire East","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.732","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Cheshire West and Chester","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.505","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","City of Edinburgh","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","1.900","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Clackmannanshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.335","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Conwy","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.185","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Cornwall and Isles of Scilly","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.805","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Coventry","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.098","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Croydon","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.097","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Cumbria","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.385","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Darlington","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.452","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Denbighshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.674","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Derby","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.382","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Derbyshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.633","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Devon CC","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.197","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Doncaster","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.033","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Dorset","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.461","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Dudley","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.694","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Dumfries and Galloway","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.790","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Dundee City","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.414","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Durham","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.657","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Ealing","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.224","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","East Ayrshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.956","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","East Dunbartonshire","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.654","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","East Lothian","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.362","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","East Renfrewshire","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.576","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","East Riding of Yorkshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.395","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","East Sussex CC","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.241","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Enfield","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.141","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Essex","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.290","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Falkirk","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.863","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Fife","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.256","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Flintshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.590","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Gateshead","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.543","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Glasgow City","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.500","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Gloucestershire CC","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.240","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Greenwich","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.430","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Gwynedd","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.664","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Hackney","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.404","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Halton","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.611","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Hammersmith and Fulham","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","2.058","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Hampshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.426","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Haringey","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.497","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Harrow","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.193","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Hartlepool","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.032","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Havering","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.655","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Herefordshire, County of","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.744","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Hertfordshire CC","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.724","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Highland","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.492","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Hillingdon","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.460","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Hounslow","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.577","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Inverclyde","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.346","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Isle of Anglesey","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.065","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Isle of Wight","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.096","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Islington","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","2.993","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Kensington and Chelsea","time_period","2000 to 2005","zscore_category","most favourable",NA,NA,NA,NA,"2000 to 2005","2.149","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Kent","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.247","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Kingston upon Hull, City of","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.791","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Kingston upon Thames","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.088","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Kirklees","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.452","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Knowsley","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.171","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Lambeth","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.386","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Lancashire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.273","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Leeds","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.040","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Leicester","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.049","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Leicestershire CC","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.072","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Lewisham","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.683","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Lincolnshire CC","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.839","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Liverpool","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.486","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Luton","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.461","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Manchester","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.775","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Medway","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.755","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Merthyr Tydfil","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.116","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Merton","time_period","2000 to 2005","zscore_category","favourable",NA,NA,NA,NA,"2000 to 2005","1.330","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Middlesbrough","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.632","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Midlothian","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.449","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Milton Keynes","time_period","2000 to 2005","zscore_category","upper middling",NA,NA,NA,NA,"2000 to 2005","0.666","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Monmouthshire","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.113","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Moray","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.830","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Na h-Eileanan Siar","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.095","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Neath Port Talbot","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.877","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Newcastle upon Tyne","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.470","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Newham","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","-0.448","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","Newport","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.117","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","North Ayrshire mainland","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.830","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","North East Lincolnshire","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.032","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","North Lanarkshire","time_period","2000 to 2005","zscore_category","unfavourable",NA,NA,NA,NA,"2000 to 2005","-1.094","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","North Lincolnshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.721","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","North Northamptonshire","time_period","2000 to 2005","zscore_category","lower middling",NA,NA,NA,NA,"2000 to 2005","-0.721","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci3","Innovation and Growth","composite_index","NA","Local Authority","North Somerset","time_period","2000 to 2005","zscore_category","middling",NA,NA,NA,NA,"2000 to 2005","0.139","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
