"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","A level and equivalent",19.20092229,NA,NA,NA,447,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Further education below degree",5.969580454,NA,NA,NA,147,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Further education below degree",6.659522904,NA,NA,NA,153,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Further education below degree",6.973091129,NA,NA,NA,210,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Further education below degree",7.445893845,NA,NA,NA,194,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Further education below degree",5.9283084,NA,NA,NA,134,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","First degree",15.17986601,NA,NA,NA,349,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","First degree",21.90573032,NA,NA,NA,502,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","First degree",28.10817815,NA,NA,NA,771,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","First degree",35.41289075,NA,NA,NA,850,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","First degree",42.31556293,NA,NA,NA,839,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Higher degree",4.91630818,NA,NA,NA,100,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Higher degree",6.691254108,NA,NA,NA,130,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Higher degree",10.80177861,NA,NA,NA,264,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Higher degree",16.02208512,NA,NA,NA,350,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Higher degree",22.01900489,NA,NA,NA,441,"2014-21","Percentage",NA,"Men",NA,NA
