"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN33","Occupational level of young people","TLJ4","Kent","ITL2","25-29",NA,"Occupational level","Higher professional",-0.08099,-1.08542532,0.92344532,0.512467,283,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLD4","Lancashire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.1315,-1.136588,0.873588,0.5128,280,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLF2","Leicestershire, Rutland and Northamptonshire","ITL2","25-29",NA,"Occupational level","Higher professional",0.00906,-0.99364464,1.01176464,0.511584,303,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLF3","Lincolnshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.23638,-1.25602296,0.78326296,0.520226,136,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLD7","Merseyside","ITL2","25-29",NA,"Occupational level","Higher professional",-0.15858,-1.16837592,0.85121592,0.515202,233,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLE2","North Yorkshire","ITL2","25-29",NA,"Occupational level","Higher professional",0.009082,-1.00886164,1.02702564,0.519359,155,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLN0","Northern Ireland","ITL2","25-29",NA,"Occupational level","Higher professional",0.129253,-0.82208592,1.08059192,0.485377,868,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLC2","Northumberland, and Tyne and Wear","ITL2","25-29",NA,"Occupational level","Higher professional",-0.04187,-1.047938,0.964198,0.5133,267,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLG2","Shropshire and Staffordshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.11435,-1.12063556,0.89193556,0.513411,272,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLE3","South Yorkshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.02338,-1.03141584,0.98465584,0.514304,245,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLJ2","Surrey, East and West Sussex","ITL2","25-29",NA,"Occupational level","Higher professional",0.439118,-0.55484896,1.43308496,0.507126,390,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLC1","Tees Valley and Durham","ITL2","25-29",NA,"Occupational level","Higher professional",-0.103,-1.11268616,0.90668616,0.515146,242,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLG3","West Midlands","ITL2","25-29",NA,"Occupational level","Higher professional",-0.02559,-1.008187,0.957007,0.501325,506,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLE4","West Yorkshire","ITL2","25-29",NA,"Occupational level","Higher professional",0.046404,-0.94798436,1.04079236,0.507341,390,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLL1","West Wales and The Valleys","ITL2","25-29",NA,"Occupational level","Higher professional",-0.03516,-1.02818224,0.95786224,0.506644,396,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLL2","East Wales","ITL2","25-29",NA,"Occupational level","Higher professional",0.029125,-0.98421852,1.04246852,0.517012,194,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLM6","Highlands and Islands","ITL2","25-29",NA,"Occupational level","Higher professional",-0.02612,-1.0542674,1.0020274,0.524565,64,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLM7","Eastern Scotland","ITL2","25-29",NA,"Occupational level","Higher professional",-0.27514,-1.2789246,0.7286446,0.512135,285,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLM8","West Central Scotland","ITL2","25-29",NA,"Occupational level","Higher professional",-0.0128,-1.02182564,0.99622564,0.514809,233,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLM9","Southern Scotland","ITL2","25-29",NA,"Occupational level","Higher professional",-0.15807,-1.17884976,0.86270976,0.520806,128,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLM5","North Eastern Scotland","ITL2","25-29",NA,"Occupational level","Higher professional",0.00743,-1.01886128,1.03372128,0.523618,77,"2018-2021","Random effect",NA,"Total",NA,NA
