ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note,group
CI_promising_prospects,Promising prospects,Local Authority,82,Derby,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.212053921,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,83,Derbyshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.237658698,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,143,Devon county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.139597989,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,74,Doncaster,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.900665637,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,144,Dorset,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.01490299,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,104,Dudley,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.233613931,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,178,Dumfries and Galloway,2014-2022,Total,NA,Total,Group,Least Favourable,Z-score,1.550430981,NA,NA,NA,NA,NA,Group,NA,1
CI_promising_prospects,Promising prospects,Local Authority,179,Dundee city,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.339394681,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,55,Durham county council,2014-2022,Total,NA,Total,Group,Least Favourable,Z-score,1.698586133,NA,NA,NA,NA,NA,Group,NA,1
CI_promising_prospects,Promising prospects,Local Authority,28,Ealing,2014-2022,Total,NA,Total,Group,Most Favourable,Z-score,-2.859409311,NA,NA,NA,NA,NA,Group,NA,5
CI_promising_prospects,Promising prospects,Local Authority,180,East Ayrshire,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.031046381,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,181,East Dunbartonshire,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.857027569,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,182,East Lothian,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.276933135,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,183,East Renfrewshire,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.632652396,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,69,East Riding of Yorkshire,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.520840053,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,127,East Sussex county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.61115986,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,20,Enfield,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.387939766,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,116,Essex county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.364193701,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,185,Falkirk,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.760025128,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,186,Fife,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.988580307,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,153,Flintshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.406783381,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,65,Gateshead,2014-2022,Total,NA,Total,Group,Least Favourable,Z-score,1.578022089,NA,NA,NA,NA,NA,Group,NA,1
CI_promising_prospects,Promising prospects,Local Authority,187,Glasgow,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.840401917,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,145,Gloucestershire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.536516695,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,15,Greenwich,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.965309226,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,150,Gwynedd,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.433046026,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,6,Hackney,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.455764984,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,49,Halton,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.537048788,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,4,Hammersmith and Fulham,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.33685429,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,133,Hampshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.595497237,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,9,Haringey,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.39315703,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,29,Harrow,2014-2022,Total,NA,Total,Group,Most Favourable,Z-score,-2.882786916,NA,NA,NA,NA,NA,Group,NA,5
CI_promising_prospects,Promising prospects,Local Authority,56,Hartlepool,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.079522745,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,17,Havering,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.678274906,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,92,Herefordshire,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.94993249,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,111,Hertfordshire county council,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.832034748,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,188,Highland,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.262004704,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,30,Hillingdon,2014-2022,Total,NA,Total,Group,Most Favourable,Z-score,-2.166028544,NA,NA,NA,NA,NA,Group,NA,5
CI_promising_prospects,Promising prospects,Local Authority,31,Hounslow,2014-2022,Total,NA,Total,Group,Most Favourable,Z-score,-2.845029231,NA,NA,NA,NA,NA,Group,NA,5
CI_promising_prospects,Promising prospects,Local Authority,189,Inverclyde,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.951936596,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,149,Isle of Anglesey,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.457140674,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,132,Isle of Wight,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.158473516,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,10,Islington,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.373330551,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,3,Kensington and Chelsea,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.486386732,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,135,Kent county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.595215801,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,68,Hull,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.199324752,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,24,Kingston upon Thames,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.059997294,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,80,Kirklees,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.020677833,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,50,Knowsley,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.596886552,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,13,Lambeth,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.594832167,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,45,Lancashire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.424009961,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,78,Leeds,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.205788172,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,86,Leicester,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.599096496,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,88,Leicestershire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.104716888,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,11,Lewisham,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.363451776,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,91,Lincolnshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.678792389,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,52,Liverpool,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.288679569,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,106,Luton,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.33592399,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,33,Manchester,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.216412505,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,134,Medway,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.302709804,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,164,Merthyr Tydfil,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.373539663,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,23,Merton,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.830878287,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,58,Middlesbrough,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.445091432,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,190,Midlothian,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.524473655,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,124,Milton Keynes,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.976267294,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,168,Monmouthshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.492901225,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,191,Moray,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.408801403,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,202,Na h-Eileanan Siar,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.437937078,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,160,Neath Port Talbot,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.503671292,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,62,Newcastle upon Tyne,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.1570523,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,7,Newham,2014-2022,Total,NA,Total,Group,Favourable,Z-score,-1.263887429,NA,NA,NA,NA,NA,Group,NA,4
CI_promising_prospects,Promising prospects,Local Authority,169,Newport,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.501751005,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,192,North Ayrshire,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.094311021,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,70,North East Lincolnshire,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.109411045,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,193,North Lanarkshire,2014-2022,Total,NA,Total,Group,Least Favourable,Z-score,1.964888865,NA,NA,NA,NA,NA,Group,NA,1
CI_promising_prospects,Promising prospects,Local Authority,71,North Lincolnshire,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.885993176,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,89,North Northamptonshire,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.865781491,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,63,North Tyneside,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.149582191,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,148,North Yorkshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.130663819,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,203,Northern Ireland,2014-2022,Total,NA,Total,Group,Least Favourable,Z-score,1.524673067,NA,NA,NA,NA,NA,Group,NA,1
CI_promising_prospects,Promising prospects,Local Authority,61,Northumberland county council,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.381388356,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,102,Norwich and Norfolk county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.315642939,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,85,Nottingham,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.234977874,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,84,Nottinghamshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.595116996,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,41,Oldham,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.345360705,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,194,Orkney Islands,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.031116305,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,125,Oxfordshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.612908393,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,157,Pembrokeshire county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.410359797,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,195,Perth and Kinross,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.629885758,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,109,Peterborough,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.51947221,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,138,Plymouth,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.647814366,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,130,Portsmouth,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.355424345,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,155,Powys county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.125428852,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,120,Reading,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.725902318,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,18,Redbridge,2014-2022,Total,NA,Total,Group,Most Favourable,Z-score,-2.047386072,NA,NA,NA,NA,NA,Group,NA,5
CI_promising_prospects,Promising prospects,Local Authority,59,Redcar and Cleveland,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.655059764,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,196,Renfrewshire,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.21366753,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,163,Rhondda Cynon Taf,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.959540671,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,32,Richmond upon Thames,2014-2022,Total,NA,Total,Group,Most Favourable,Z-score,-2.453477636,NA,NA,NA,NA,NA,Group,NA,5
CI_promising_prospects,Promising prospects,Local Authority,42,Rochdale,2014-2022,Total,NA,Total,Group,Unfavourable,Z-score,1.055467001,NA,NA,NA,NA,NA,Group,NA,2
CI_promising_prospects,Promising prospects,Local Authority,75,Rotherham,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.943922731,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,87,Rutland county council,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.516387069,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,34,Salford,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.384809847,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,105,Sandwell,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.827119,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,175,Scottish Borders,2014-2022,Total,NA,Total,Group,Least Favourable,Z-score,1.617859573,NA,NA,NA,NA,NA,Group,NA,1
CI_promising_prospects,Promising prospects,Local Authority,53,Sefton,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.280957913,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,76,Sheffield,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,-0.024494399,NA,NA,NA,NA,NA,Group,NA,3
CI_promising_prospects,Promising prospects,Local Authority,197,Shetland Islands,2014-2022,Total,NA,Total,Group,Middle Group,Z-score,0.011510722,NA,NA,NA,NA,NA,Group,NA,3
