ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note,Quintile,Quintile_number
IN13,Attainment at age 16,ITL2,NA,Hampshire and Isle of Wight,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.169547534,3934,NA,NA,NA,Percentage,NA,Q1 (Worst 20%),1
IN13,Attainment at age 16,ITL2,NA,"Herefordshire, Worcestershire and Warwickshire",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.209881423,2530,NA,NA,NA,Percentage,NA,Q2,2
IN13,Attainment at age 16,ITL2,NA,Inner London - East,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.4,8535,NA,NA,NA,Percentage,NA,Q5 (Best 20%),5
IN13,Attainment at age 16,ITL2,NA,Inner London - West,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.420995278,2753,NA,NA,NA,Percentage,NA,Q5 (Best 20%),5
IN13,Attainment at age 16,ITL2,NA,Kent,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.214697406,4164,NA,NA,NA,Percentage,NA,Q3,3
IN13,Attainment at age 16,ITL2,NA,Lancashire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.201469843,3946,NA,NA,NA,Percentage,NA,Q1 (Worst 20%),1
IN13,Attainment at age 16,ITL2,NA,"Leicestershire, Rutland and Northamptonshire",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.235967013,3759,NA,NA,NA,Percentage,NA,Q4,4
IN13,Attainment at age 16,ITL2,NA,Lincolnshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.224024024,1665,NA,NA,NA,Percentage,NA,Q3,3
IN13,Attainment at age 16,ITL2,NA,Merseyside,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.172709163,5020,NA,NA,NA,Percentage,NA,Q1 (Worst 20%),1
IN13,Attainment at age 16,ITL2,NA,North Yorkshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.210843373,1162,NA,NA,NA,Percentage,NA,Q2,2
IN13,Attainment at age 16,ITL2,NA,"Northumberland, and Tyne and Wear",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.212679426,4180,NA,NA,NA,Percentage,NA,Q3,3
IN13,Attainment at age 16,ITL2,NA,Outer London - East and North East,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.341822298,5301,NA,NA,NA,Percentage,NA,Q5 (Best 20%),5
IN13,Attainment at age 16,ITL2,NA,Outer London - South,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.335011749,2979,NA,NA,NA,Percentage,NA,Q5 (Best 20%),5
IN13,Attainment at age 16,ITL2,NA,Outer London - West and North West,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.388276144,4896,NA,NA,NA,Percentage,NA,Q5 (Best 20%),5
IN13,Attainment at age 16,ITL2,NA,Shropshire and Staffordshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.178487691,3412,NA,NA,NA,Percentage,NA,Q1 (Worst 20%),1
IN13,Attainment at age 16,ITL2,NA,South Yorkshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.222034308,4139,NA,NA,NA,Percentage,NA,Q3,3
IN13,Attainment at age 16,ITL2,NA,"Surrey, East and West Sussex",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.214355469,4096,NA,NA,NA,Percentage,NA,Q3,3
IN13,Attainment at age 16,ITL2,NA,Tees Valley and Durham,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.229784917,3673,NA,NA,NA,Percentage,NA,Q4,4
IN13,Attainment at age 16,ITL2,NA,West Midlands,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.269588861,12137,NA,NA,NA,Percentage,NA,Q5 (Best 20%),5
IN13,Attainment at age 16,ITL2,NA,West Yorkshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.237607538,7323,NA,NA,NA,Percentage,NA,Q4,4
