Ind_code,Ind_name,Area_code,Area_name,Area_type,Age,SEB,Category_type,Category,Value,LCI,UCI,SE,Sample_size,Time_period,Unit,Value_note,Sex
IN43,Income progression,K02000001,United Kingdom,Country,34,Lower professional,Sex,Men,39518.91,38545.37,40492.44,496.6707,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,35,Lower professional,Sex,Men,40502.27,39492.16,41512.38,515.3284,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,36,Lower professional,Sex,Men,41400.9,40346.35,42455.44,537.9987,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,37,Lower professional,Sex,Men,42214.79,41106.37,43323.21,565.4843,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,38,Lower professional,Sex,Men,42943.96,41769.67,44118.25,599.0899,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,39,Lower professional,Sex,Men,43588.38,42333.13,44843.64,640.3973,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,40,Lower professional,Sex,Men,44148.08,42793.56,45502.6,691.0375,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,41,Lower professional,Sex,Men,44623.04,43148.07,46098.02,752.4915,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,42,Lower professional,Sex,Men,45013.27,43394.29,46632.25,825.9575,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,43,Lower professional,Sex,Men,45318.77,43530.55,47106.99,912.2977,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,44,Lower professional,Sex,Men,45539.53,43555.78,47523.29,1012.056,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,25,Intermediate,Sex,Men,23883.1,22659.03,25107.18,624.4898,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,26,Intermediate,Sex,Men,25390.01,24328.22,26451.8,541.696,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,27,Intermediate,Sex,Men,26812.19,25877.48,27746.9,476.8609,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,28,Intermediate,Sex,Men,28149.64,27306.21,28993.06,430.2934,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,29,Intermediate,Sex,Men,29402.35,28616.13,30188.56,401.1048,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,30,Intermediate,Sex,Men,30570.32,29811.98,31328.66,386.8837,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,31,Intermediate,Sex,Men,31653.57,30900.72,32406.42,384.0847,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,32,Intermediate,Sex,Men,32652.08,31889.64,33414.52,388.9737,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,33,Intermediate,Sex,Men,33565.86,32784.73,34346.99,398.5088,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,34,Intermediate,Sex,Men,34394.9,33589.72,35200.09,410.7814,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,35,Intermediate,Sex,Men,35139.22,34306.01,35972.43,425.0802,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,36,Intermediate,Sex,Men,35798.79,34932.86,36664.73,441.7733,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,37,Intermediate,Sex,Men,36373.64,35467.83,37279.45,462.1191,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,38,Intermediate,Sex,Men,36863.75,35907.16,37820.34,488.0247,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,39,Intermediate,Sex,Men,37269.13,36246.46,38291.81,521.7391,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,40,Intermediate,Sex,Men,37589.78,36481.32,38698.23,565.5027,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,41,Intermediate,Sex,Men,37825.69,36608.01,39043.37,621.2275,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,42,Intermediate,Sex,Men,37976.87,36623.8,39329.95,690.3013,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,43,Intermediate,Sex,Men,38043.32,36527.06,39559.58,773.5539,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,44,Intermediate,Sex,Men,38025.03,36317.08,39732.99,871.35,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,25,Higher working,Sex,Men,22028.34,20721.23,23335.45,666.8494,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,26,Higher working,Sex,Men,23478.73,22344.42,24613.03,578.6902,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,27,Higher working,Sex,Men,24844.38,23848.74,25840.02,507.9479,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,28,Higher working,Sex,Men,26125.29,25233.46,27017.13,454.9907,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,29,Higher working,Sex,Men,27321.48,26499.76,28143.19,419.2173,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,30,Higher working,Sex,Men,28432.93,27651.49,29214.37,398.6702,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,31,Higher working,Sex,Men,29459.65,28694.82,30224.47,390.1924,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,32,Higher working,Sex,Men,30401.63,29636.85,31166.41,390.1683,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,33,Higher working,Sex,Men,31258.88,30483.86,32033.9,395.3928,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,34,Higher working,Sex,Men,32031.4,31240.23,32822.57,403.6324,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,35,Higher working,Sex,Men,32719.18,31908.06,33530.31,413.8129,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,36,Higher working,Sex,Men,33322.24,32487.26,34157.22,425.9841,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,37,Higher working,Sex,Men,33840.56,32975.77,34705.34,441.188,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,38,Higher working,Sex,Men,34274.14,33370.02,35178.27,461.2593,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,39,Higher working,Sex,Men,34622.99,33665.4,35580.59,488.5394,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,40,Higher working,Sex,Men,34887.11,33857.07,35917.16,525.4991,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,41,Higher working,Sex,Men,35066.5,33940.72,36192.28,574.3422,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,42,Higher working,Sex,Men,35161.15,33913.11,36409.19,636.7144,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,43,Higher working,Sex,Men,35171.07,33772.31,36569.83,713.6076,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,44,Higher working,Sex,Men,35096.26,33517.49,36675.03,805.4447,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,25,Lower working,Sex,Men,20483.86,19183.01,21784.71,663.6579,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,26,Lower working,Sex,Men,21784.52,20659.89,22909.15,573.753,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,27,Lower working,Sex,Men,23000.45,22018.75,23982.15,500.8346,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,28,Lower working,Sex,Men,24131.65,23258.6,25004.69,445.4041,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,29,Lower working,Sex,Men,25178.11,24380.08,25976.14,407.134,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,30,Lower working,Sex,Men,26139.84,25386.34,26893.34,384.415,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,31,Lower working,Sex,Men,27016.84,26283.01,27750.66,374.3753,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,32,Lower working,Sex,Men,27809.1,27076.93,28541.27,373.535,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,33,Lower working,Sex,Men,28516.63,27774.33,29258.94,378.7032,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,34,Lower working,Sex,Men,29139.43,28379.65,29899.21,387.6197,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,35,Lower working,Sex,Men,29677.49,28895.02,30459.97,399.1975,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,36,Lower working,Sex,Men,30130.82,29320.32,30941.33,413.4957,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,37,Lower working,Sex,Men,30499.42,29653.51,31345.33,431.5616,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,38,Lower working,Sex,Men,30783.29,29891.06,31675.51,455.1893,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,39,Lower working,Sex,Men,30982.42,30028.63,31936.2,486.5958,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,40,Lower working,Sex,Men,31096.81,30061.8,32131.83,528.037,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,41,Lower working,Sex,Men,31126.48,29986.76,32266.2,581.4515,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,42,Lower working,Sex,Men,31071.41,29800.79,32342.04,648.2376,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,43,Lower working,Sex,Men,30931.61,29502.26,32360.96,729.2133,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,44,Lower working,Sex,Men,30707.08,29090.53,32323.62,824.7173,NA,2014-21,Predictive margins,NA,Men
IN43,Income progression,K02000001,United Kingdom,Country,25,Higher professional,Sex,Women,22050.4,20778.59,23322.21,648.85,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,26,Higher professional,Sex,Women,23579.35,22444.13,24714.56,579.162,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,27,Higher professional,Sex,Women,25011.65,23988.79,26034.51,521.8405,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,28,Higher professional,Sex,Women,26347.32,25411.83,27282.81,477.2664,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,29,Higher professional,Sex,Women,27586.35,26713.18,28459.52,445.4741,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,30,Higher professional,Sex,Women,28728.74,27893.82,29563.67,425.9604,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,31,Higher professional,Sex,Women,29774.5,28955.9,30593.09,417.6273,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,32,Higher professional,Sex,Women,30723.61,29902.44,31544.78,418.9431,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,33,Higher professional,Sex,Women,31576.09,30736.65,32415.53,428.2653,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,34,Higher professional,Sex,Women,32331.93,31461.32,33202.54,444.1666,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,35,Higher professional,Sex,Women,32991.13,32078.43,33903.83,465.6404,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,36,Higher professional,Sex,Women,33553.7,32589.01,34518.38,492.1611,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,37,Higher professional,Sex,Women,34019.62,32993.23,35046.01,523.6416,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,38,Higher professional,Sex,Women,34388.91,33290.59,35487.23,560.3372,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,39,Higher professional,Sex,Women,34661.56,33480.14,35842.98,602.7344,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,40,Higher professional,Sex,Women,34837.57,33560.68,36114.47,651.4436,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,41,Higher professional,Sex,Women,34916.95,33530.94,36302.96,707.1102,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,42,Higher professional,Sex,Women,34899.68,33389.72,36409.64,770.3474,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,43,Higher professional,Sex,Women,34785.78,33135.98,36435.59,841.694,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,44,Higher professional,Sex,Women,34575.24,32768.82,36381.66,921.5947,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,25,Lower professional,Sex,Women,19074.32,17996.92,20151.73,549.6676,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,26,Lower professional,Sex,Women,20490.33,19537.12,21443.54,486.3071,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,27,Lower professional,Sex,Women,21809.7,20956.47,22662.94,435.3022,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,28,Lower professional,Sex,Women,23032.44,22254.97,23809.91,396.6484,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,29,Lower professional,Sex,Women,24158.53,23433.7,24883.36,369.7932,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,30,Lower professional,Sex,Women,25187.99,24495.05,25880.93,353.5207,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,31,Lower professional,Sex,Women,26120.81,25442.47,26799.15,346.076,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,32,Lower professional,Sex,Women,26956.99,26279.74,27634.24,345.5177,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,33,Lower professional,Sex,Women,27696.54,27010.25,28382.82,350.1288,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,34,Lower professional,Sex,Women,28339.44,27636.33,29042.55,358.7124,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,35,Lower professional,Sex,Women,28885.71,28159.07,29612.35,370.7153,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,36,Lower professional,Sex,Women,29335.34,28578.32,30092.36,386.2142,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,37,Lower professional,Sex,Women,29688.33,28892.89,30483.77,405.8152,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,38,Lower professional,Sex,Women,29944.68,29100.86,30788.51,430.5016,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,39,Lower professional,Sex,Women,30104.4,29199.91,31008.89,461.4515,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,40,Lower professional,Sex,Women,30167.48,29187.71,31147.24,499.8542,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,41,Lower professional,Sex,Women,30133.92,29062.22,31205.62,546.7574,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,42,Lower professional,Sex,Women,30003.72,28821.83,31185.61,602.975,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,43,Lower professional,Sex,Women,29776.88,28465.45,31088.31,669.0622,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,44,Lower professional,Sex,Women,29453.41,27992.46,30914.36,745.3425,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,25,Intermediate,Sex,Women,16326.21,15374.93,17277.49,485.3203,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,26,Intermediate,Sex,Women,17669.59,16829.86,18509.32,428.4121,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,27,Intermediate,Sex,Women,18916.34,18161.17,19671.5,385.2696,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,28,Intermediate,Sex,Women,20066.44,19369.78,20763.11,355.4232,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,29,Intermediate,Sex,Women,21119.91,20458.6,21781.22,337.3869,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,30,Intermediate,Sex,Women,22076.74,21432.38,22721.11,328.7409,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,31,Intermediate,Sex,Women,22936.93,22296.72,23577.15,326.6254,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,32,Intermediate,Sex,Women,23700.49,23056.88,24344.1,328.3573,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,33,Intermediate,Sex,Women,24367.41,23716.92,25017.89,331.8625,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,34,Intermediate,Sex,Women,24937.68,24279.38,25595.99,335.8528,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,35,Intermediate,Sex,Women,25411.33,24745.2,26077.45,339.843,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,36,Intermediate,Sex,Women,25788.33,25113.83,26462.83,344.1135,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,37,Intermediate,Sex,Women,26068.69,25383.32,26754.07,349.6625,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,38,Intermediate,Sex,Women,26252.42,25550.45,26954.39,358.1311,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,39,Intermediate,Sex,Women,26339.51,25611.04,27067.98,371.649,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,40,Intermediate,Sex,Women,26329.96,25560.52,27099.4,392.5522,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,41,Intermediate,Sex,Women,26223.77,25394.65,27052.9,423.001,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,42,Intermediate,Sex,Women,26020.95,25110.23,26931.67,464.6303,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,43,Intermediate,Sex,Women,25721.49,24705.4,26737.57,518.3856,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,44,Intermediate,Sex,Women,25325.38,24179.54,26471.23,584.5853,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,25,Higher working,Sex,Women,14823.45,13843.6,15803.29,499.8961,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,26,Higher working,Sex,Women,16110.99,15262.8,16959.17,432.7262,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,27,Higher working,Sex,Women,17301.89,16559.6,18044.18,378.6982,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,28,Higher working,Sex,Women,18396.16,17733.39,19058.93,338.1304,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,29,Higher working,Sex,Women,19393.79,18784.96,20002.61,310.6085,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,30,Higher working,Sex,Women,20294.78,19717.21,20872.35,294.6626,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,31,Higher working,Sex,Women,21099.13,20534.88,21663.37,287.865,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,32,Higher working,Sex,Women,21806.84,21243.51,22370.17,287.3989,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,33,Higher working,Sex,Women,22417.92,21848.03,22987.81,290.7456,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,34,Higher working,Sex,Women,22932.36,22351.91,23512.8,296.1307,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,35,Higher working,Sex,Women,23350.16,22756.88,23943.44,302.6765,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,36,Higher working,Sex,Women,23671.32,23062.94,24279.7,310.3824,NA,2014-21,Predictive margins,NA,Women
IN43,Income progression,K02000001,United Kingdom,Country,37,Higher working,Sex,Women,23895.85,23268.54,24523.15,320.0347,NA,2014-21,Predictive margins,NA,Women
