Ind_code,Ind_name,Area_code,Area_name,Area_type,Age,SEB,Category_type,Category,Value,LCI,UCI,SE,Sample_size,Time_period,Unit,Value_note
IN31,Economic activity of young people ,K02000001,United Kingdom,Country,25-29,Lower professional,,,92.84,90.8212,94.8588,1.03,626,2021,Percentage,
IN31,Economic activity of young people ,K02000001,United Kingdom,Country,25-29,Intermediate,,,90.14,87.886,92.394,1.15,673,2021,Percentage,
IN31,Economic activity of young people ,K02000001,United Kingdom,Country,25-29,Higher working,,,87.84,84.7236,90.9564,1.59,421,2021,Percentage,
IN31,Economic activity of young people ,K02000001,United Kingdom,Country,25-29,Lower working,,,76.89,73.2248,80.5552,1.87,508,2021,Percentage,
IN31,Economic activity of young people ,K02000001,United Kingdom,Country,25-29,Total,,,87.95,86.7544,89.1456,0.61,2805,2021,Percentage,
IN32,Unemployment among young people,K02000001,United Kingdom,Country,25-29,Higher professional,,,3.4,1.8516,4.9484,0.79,527,2021,Percentage,
IN32,Unemployment among young people,K02000001,United Kingdom,Country,25-29,Lower professional,,,4.68,2.9552,6.4048,0.88,574,2021,Percentage,
IN32,Unemployment among young people,K02000001,United Kingdom,Country,25-29,Intermediate,,,4,2.432,5.568,0.8,606,2021,Percentage,
IN32,Unemployment among young people,K02000001,United Kingdom,Country,25-29,Higher working,,,4.9,2.7048,7.0952,1.12,375,2021,Percentage,
IN32,Unemployment among young people,K02000001,United Kingdom,Country,25-29,Lower working,,,6.39,3.9988,8.7812,1.22,404,2021,Percentage,
IN32,Unemployment among young people,K02000001,United Kingdom,Country,25-29,Total,,,4.56,3.7368,5.3832,0.42,2486,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher professional,Occupational level ,Higher professional,26.77,23.242,30.298,1.8,154,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower professional,Occupational level ,Higher professional,21.42,18.284,24.556,1.6,130,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Intermediate,Occupational level ,Higher professional,18,15.06,20.94,1.5,122,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher working,Occupational level ,Higher professional,12.71,9.574,15.846,1.6,56,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower working,Occupational level ,Higher professional,9.61,7.062,12.158,1.3,50,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Total,Occupational level ,Higher professional,18.19,16.818,19.562,0.7,512,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher professional,Occupational level ,Lower professional,34.66,,,,190,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower professional,Occupational level ,Lower professional,28.71,,,,186,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Intermediate,Occupational level ,Lower professional,25.88,,,,179,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher working,Occupational level ,Lower professional,26.03,,,,117,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower working,Occupational level ,Lower professional,17.39,,,,95,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Total,Occupational level ,Lower professional,26.76,,,,767,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher professional,Occupational level ,Intermediate,17.08,,,,101,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower professional,Occupational level ,Intermediate,21.56,,,,133,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Intermediate,Occupational level ,Intermediate,21.44,,,,150,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher working,Occupational level ,Intermediate,16.84,,,,78,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower working,Occupational level ,Intermediate,18.72,,,,105,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Total,Occupational level ,Intermediate,19.35,,,,567,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher professional,Occupational level ,Higher working,8.52,,,,56,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower professional,Occupational level ,Higher working,13.55,,,,81,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Intermediate,Occupational level ,Higher working,14.06,,,,98,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher working,Occupational level ,Higher working,21.88,,,,85,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower working,Occupational level ,Higher working,22.54,,,,116,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Total,Occupational level ,Higher working,15.58,,,,436,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher professional,Occupational level ,Lower working,12.98,10.236,15.724,1.4,76,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower professional,Occupational level ,Lower working,14.76,12.016,17.504,1.4,96,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Intermediate,Occupational level ,Lower working,20.62,17.484,23.756,1.6,124,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Higher working,Occupational level ,Lower working,22.53,18.61,26.45,2,85,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Lower working,Occupational level ,Lower working,31.73,27.614,35.846,2.1,142,2021,Percentage,
IN33,Occupational level of young people ,K02000001,United Kingdom,Country,25-29,Total,Occupational level ,Lower working,20.12,18.552,21.688,0.8,523,2021,Percentage,
IN34,Earnings of young people,K02000001,United Kingdom,Country,25-29,Higher professional,,,16.6778,15.556288,17.799312,0.5722,520,2021,Pounds,
IN34,Earnings of young people,K02000001,United Kingdom,Country,25-29,Lower professional,,,15.7824,14.700088,16.864712,0.5522,555,2021,Pounds,
IN34,Earnings of young people,K02000001,United Kingdom,Country,25-29,Intermediate,,,13.8755,12.992912,14.758088,0.4503,594,2021,Pounds,
IN34,Earnings of young people,K02000001,United Kingdom,Country,25-29,Higher working,,,12.7672,11.320328,14.214072,0.7382,372,2021,Pounds,
IN34,Earnings of young people,K02000001,United Kingdom,Country,25-29,Lower working,,,12.3682,11.45582,13.28058,0.4655,421,2021,Pounds,
IN34,Earnings of young people,K02000001,United Kingdom,Country,25-29,Total,,,14.4267,13.937092,14.916308,0.2498,2462,2021,Pounds,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,2014,,,17.49,16.5296,18.4504,0.49,9382,2014,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,2015,,,15.29,14.3492,16.2308,0.48,8837,2015,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,2016,,,14.35,13.4092,15.2908,0.48,8333,2016,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,2017,,,13.19,12.2492,14.1308,0.48,7960,2017,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,2018,,,12.33,11.3892,13.2708,0.48,7632,2018,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,2019,,,13.11,12.1104,14.1096,0.51,7421,2019,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,2020,,,15.93,14.6756,17.1844,0.64,5473,2020,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,2021,,,13.07,12.0312,14.1088,0.53,6759,2021,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24 ,Average,,,14.38,14.0272,14.7328,0.18,61797,2014-2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2014,Occupational level ,Higher professional,10.53,9.7852,11.2748,0.38,670,2014,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2015,Occupational level ,Higher professional,11.14,10.356,11.924,0.4,694,2015,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2016,Occupational level ,Higher professional,11.55,10.7464,12.3536,0.41,670,2016,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2017,Occupational level ,Higher professional,10.93,10.1264,11.7336,0.41,641,2017,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2018,Occupational level ,Higher professional,13.25,12.368,14.132,0.45,710,2018,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2019,Occupational level ,Higher professional,13.81,12.9084,14.7116,0.46,747,2019,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2020,Occupational level ,Higher professional,14.24,13.1228,15.3572,0.57,559,2020,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2021,Occupational level ,Higher professional,16.9,15.8612,17.9388,0.53,862,2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,Average,Occupational level ,Higher professional,12.79,12.4764,13.1036,0.16,5553,2014-2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2014,Occupational level ,Lower professional,27.28,,,,1833,2014,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2015,Occupational level ,Lower professional,26.47,,,,1771,2015,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2016,Occupational level ,Lower professional,25.97,,,,1689,2016,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2017,Occupational level ,Lower professional,26.79,,,,1673,2017,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2018,Occupational level ,Lower professional,27.45,,,,1619,2018,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2019,Occupational level ,Lower professional,28.24,,,,1651,2019,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2020,Occupational level ,Lower professional,30.45,,,,1222,2020,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2021,Occupational level ,Lower professional,27.02,,,,1441,2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,Average,Occupational level ,Lower professional,27.46,,,,12899,2014-2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2014,Occupational level ,Intermediate,21.62,,,,1616,2014,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2015,Occupational level ,Intermediate,22.58,,,,1612,2015,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2016,Occupational level ,Intermediate,22.4,,,,1565,2016,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2017,Occupational level ,Intermediate,22.7,,,,1522,2017,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2018,Occupational level ,Intermediate,22.64,,,,1438,2018,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2019,Occupational level ,Intermediate,21.42,,,,1329,2019,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2020,Occupational level ,Intermediate,22.12,,,,964,2020,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2021,Occupational level ,Intermediate,22.92,,,,1282,2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,Average,Occupational level ,Intermediate,22.3,,,,11328,2014-2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2014,Occupational level ,Higher working,25.06,,,,2058,2014,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2015,Occupational level ,Higher working,24.43,,,,1919,2015,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2016,Occupational level ,Higher working,25.82,,,,1914,2016,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2017,Occupational level ,Higher working,24.71,,,,1752,2017,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2018,Occupational level ,Higher working,22.89,,,,1592,2018,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2019,Occupational level ,Higher working,23.52,,,,1538,2019,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2020,Occupational level ,Higher working,20.44,,,,979,2020,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2021,Occupational level ,Higher working,17.45,,,,1035,2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,Average,Occupational level ,Higher working,23.05,,,,12787,2014-2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2014,Occupational level ,Lower working,15.51,14.628,16.392,0.45,2269,2014,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2015,Occupational level ,Lower working,15.37,14.488,16.252,0.45,2118,2015,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2016,Occupational level ,Lower working,14.26,13.378,15.142,0.45,1912,2016,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2017,Occupational level ,Lower working,14.87,13.9684,15.7716,0.46,1758,2017,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2018,Occupational level ,Lower working,13.76,12.8584,14.6616,0.46,1718,2018,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2019,Occupational level ,Lower working,13.01,12.128,13.892,0.45,1619,2019,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2020,Occupational level ,Lower working,12.75,11.6916,13.8084,0.54,1080,2020,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,2021,Occupational level ,Lower working,15.71,14.7104,16.7096,0.51,1556,2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,Average,Occupational level ,Lower working,14.4,14.0668,14.7332,0.17,14030,2014-2021,Percentage,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLI3,Inner London - West,ITL2,16-24 ,,,,-0.2237,-1.99083796,1.54343796,0.901601,223,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLI4,Inner London - East,ITL2,16-24 ,,,,1.068769,-0.59724864,2.73478664,0.850009,402,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLI6,Outer London - South,ITL2,16-24 ,,,,0.789837,-0.94645252,2.52612652,0.885862,275,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLI5,Outer London - East and North East,ITL2,16-24,,,,-0.0975,-1.76351764,1.56851764,0.850009,388,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLI7,Outer London - West and North West,ITL2,16-24,,,,-0.12107,-1.78180348,1.53966348,0.847313,393,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLH2,Bedfordshire and Hertfordshire,ITL2,16-24,,,,-0.10717,-1.63866108,1.42432108,0.781373,667,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,16-24,,,,-0.32664,-1.81092252,1.15764252,0.757287,775,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLD6,Cheshire,ITL2,16-24,,,,-0.50516,-2.22499336,1.21467336,0.877466,299,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLK3,Cornwall and Isles of Scilly,ITL2,16-24,,,,-0.62739,-2.43456292,1.17978292,0.922027,168,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLD1,Cumbria,ITL2,16-24,,,,-0.43295,-2.23412924,1.36822924,0.918969,179,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLF1,Derbyshire and Nottinghamshire,ITL2,16-24,,,,0.371012,-1.16093772,1.90296172,0.781607,663,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLK4,Devon,ITL2,16-24,,,,-0.34731,-2.02164784,1.32702784,0.854254,380,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLK2,Dorset and Somerset,ITL2,16-24,,,,0.689999,-0.96089136,2.34088936,0.842291,411,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLH1,East Anglia,ITL2,16-24,,,,0.008713,-1.4772414,1.4946674,0.75814,769,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,16-24,,,,0.812672,-0.9509556,2.5762996,0.89981,229,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLH3,Essex,ITL2,16-24,,,,-0.50457,-2.10349684,1.09435684,0.815779,521,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,16-24,,,,-0.3292,-1.80439008,1.14599008,0.752648,784,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLD3,Greater Manchester,ITL2,16-24,,,,1.338425,-0.18533584,2.86218584,0.777429,687,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLJ3,Hampshire and Isle of Wight,ITL2,16-24,,,,0.223678,-1.37368868,1.82104468,0.814983,518,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,16-24,,,,0.179912,-1.4884694,1.8482934,0.851215,389,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLJ4,Kent,ITL2,16-24,,,,-0.49664,-2.12010604,1.12682604,0.828299,473,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLD4,Lancashire,ITL2,16-24,,,,0.376436,-1.26647716,2.01934916,0.838221,429,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,16-24,,,,-0.0397,-1.61516956,1.53576956,0.803811,562,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLF3,Lincolnshire,ITL2,16-24,,,,0.021142,-1.73899876,1.78128276,0.898031,234,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLD7,Merseyside,ITL2,16-24,,,,0.128145,-1.55403088,1.81032088,0.858253,361,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLE2,North Yorkshire,ITL2,16-24,,,,-0.33356,-2.0527446,1.3856246,0.877135,293,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLN0,Northern Ireland,ITL2,16-24,,,,-1.3755,-2.60235612,-0.14864388,0.625947,"1,684",2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLC2,Northumberland and Tyne and Wear,ITL2,16-24,,,,-0.08134,-1.71918656,1.55650656,0.835636,443,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLG2,Shropshire and Staffordshire,ITL2,16-24,,,,0.288349,-1.33457216,1.91127016,0.828021,475,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLE3,South Yorkshire,ITL2,16-24,,,,-0.32372,-2.0010586,1.3536186,0.855785,371,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLJ2,"Surrey, East and West Sussex",ITL2,16-24,,,,-0.44569,-1.94608176,1.05470176,0.765506,740,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLC1,Tees Valley and Durham,ITL2,16-24,,,,0.495002,-1.16866168,2.15866568,0.848808,392,2018-2021,Random effect,
