Area_name,Area_code,Time_period,Sample_size,Value,Ind_code,Ind_name,Area_type,Category_type,Category,SEB,LCI,UCI,SE,Unit,Value_note
Northern Ireland,,2006,427178,25.37272021,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2007,425434,25.457807,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2008,427168,24.84629086,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2009,432482,26.62363697,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2010,433556,26.00486147,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2011,434102,26.41052994,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2012,436655,24.32273198,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2013,437646,25.022558,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2014,442920,25.30264164,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2015,444142,25.6824084,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2016,445462,25.61755316,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2017,446260,23.96718288,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2018,447539,25.08694235,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2019,449220,24.03406481,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,1994,12645589,32.4460727,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,1995,12721792,32.57307964,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,1996,12712041,32.966302,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,1997,12698801,33.116271,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,1998,12692811,33.44356076,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,1999,12716198,33.0130964,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2000,12685366,32.30118835,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2001,12620436,31.26767497,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2002,12893296,30.1828957,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2003,12887302,29.38407313,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2004,12912956,28.54386335,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2005,12901431,28.58803935,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2006,12958743,29.36513537,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2007,13006979,30.4438163,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2008,12989757,30.78333139,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2009,13187394,30.34389759,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2010,13241629,28.96826621,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2011,13290214,27.84170296,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2012,13385191,27.12002136,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2013,13371108,27.22397346,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2014,13499856,27.73688002,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2015,13575196,28.47233497,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2016,13660331,29.32767867,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2017,13801446,29.5939484,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2018,13976582,29.58780691,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
UK,K02000001,2019,13952495,29.79966885,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
North East,E12000001,1994,592744,30.65961022,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North West,E12000002,1994,1596498,29.8511492,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Yorkshire and The Humber,E12000003,1994,1136292,31.4958655,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East Midlands,E12000004,1994,919740,26.76136734,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
West Midlands,E12000005,1994,1221504,25.55398918,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East of England,E12000006,1994,1162236,22.05576148,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
London,E12000007,1994,1532513,24.95476384,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South East,E12000008,1994,1709028,14.79449137,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South West,E12000009,1994,1012519,21.93963768,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Wales,W92000004,1994,658491,27.61085573,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,S92000003,1994,1104024,28.23706731,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,N92000002,1994,NA,NA,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Total,Total,1994,12645589,25.16124793,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North East,E12000001,1995,590755,32.03986258,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North West,E12000002,1995,1593726,27.76768171,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Yorkshire and The Humber,E12000003,1995,1141023,29.75843035,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East Midlands,E12000004,1995,925497,25.42334832,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
West Midlands,E12000005,1995,1226752,26.56804608,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East of England,E12000006,1995,1168519,18.61509156,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
London,E12000007,1995,1563711,24.28432707,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South East,E12000008,1995,1726528,15.63102469,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South West,E12000009,1995,1018997,19.88618464,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Wales,W92000004,1995,659005,28.8804273,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,S92000003,1995,1107279,27.70720462,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,N92000002,1995,NA,NA,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Total,Total,1995,12721792,24.37136068,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North East,E12000001,1996,585239,31.95273172,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North West,E12000002,1996,1582522,28.64527516,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Yorkshire and The Humber,E12000003,1996,1139763,30.42138752,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East Midlands,E12000004,1996,924750,25.18279993,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
West Midlands,E12000005,1996,1224730,27.30440346,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East of England,E12000006,1996,1168509,19.51241683,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
London,E12000007,1996,1585231,25.30534165,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South East,E12000008,1996,1729746,16.56559304,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South West,E12000009,1996,1018038,20.9144725,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Wales,W92000004,1996,656760,28.5883828,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,S92000003,1996,1096753,28.73588966,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,N92000002,1996,NA,NA,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Total,Total,1996,12712041,25.07557657,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North East,E12000001,1997,579527,32.71911998,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North West,E12000002,1997,1572765,29.12895779,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Yorkshire and The Humber,E12000003,1997,1135741,30.20768099,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East Midlands,E12000004,1997,922256,24.54464321,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
West Midlands,E12000005,1997,1220493,28.78649173,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East of England,E12000006,1997,1169735,18.74953859,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
London,E12000007,1997,1597748,26.37792965,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South East,E12000008,1997,1736528,17.00068564,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South West,E12000009,1997,1022262,21.35357784,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Wales,W92000004,1997,654748,30.4289624,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,S92000003,1997,1086998,29.44517165,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,N92000002,1997,NA,NA,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Total,Total,1997,12698801,25.5468683,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North East,E12000001,1998,574522,33.97147047,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North West,E12000002,1998,1566486,32.21483237,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Yorkshire and The Humber,E12000003,1998,1131760,31.30775477,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East Midlands,E12000004,1998,921004,24.83035148,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
West Midlands,E12000005,1998,1218989,28.03576575,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East of England,E12000006,1998,1176260,19.50536207,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
London,E12000007,1998,1604737,27.34664841,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South East,E12000008,1998,1741524,16.80527299,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South West,E12000009,1998,1026008,23.21011786,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Wales,W92000004,1998,653249,30.169002,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,S92000003,1998,1078272,29.60750953,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,N92000002,1998,NA,NA,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Total,Total,1998,12692811,26.33038832,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North East,E12000001,1999,569241,33.58106287,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North West,E12000002,1999,1560511,31.85660453,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Yorkshire and The Humber,E12000003,1999,1131746,31.2769817,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East Midlands,E12000004,1999,927231,24.16533024,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
West Midlands,E12000005,1999,1218266,27.82172254,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East of England,E12000006,1999,1187747,18.80327502,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
London,E12000007,1999,1599995,27.24309464,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South East,E12000008,1999,1759477,16.22481964,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South West,E12000009,1999,1033489,23.22114017,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Wales,W92000004,1999,654021,29.85367256,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,S92000003,1999,1074474,28.51877309,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,N92000002,1999,NA,NA,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Total,Total,1999,12716198,25.91228657,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North East,E12000001,2000,563244,33.3708921,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North West,E12000002,2000,1551719,29.61498004,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Yorkshire and The Humber,E12000003,2000,1127991,29.80824193,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East Midlands,E12000004,2000,927502,25.01566198,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
West Midlands,E12000005,2000,1214242,27.22088997,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East of England,E12000006,2000,1190457,17.05287878,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
London,E12000007,2000,1597998,26.69258432,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South East,E12000008,2000,1759986,14.77447318,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South West,E12000009,2000,1036994,21.64507145,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Wales,W92000004,2000,652000,28.66167274,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,S92000003,2000,1063233,27.04920564,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,N92000002,2000,NA,NA,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Total,Total,2000,12685366,24.73339894,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North East,E12000001,2001,555999,30.18349588,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
North West,E12000002,2001,1538781,27.0405534,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Yorkshire and The Humber,E12000003,2001,1122246,28.47487119,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East Midlands,E12000004,2001,925248,24.45640444,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
West Midlands,E12000005,2001,1207237,27.70957537,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
East of England,E12000006,2001,1186960,16.1054365,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
London,E12000007,2001,1592468,25.85231092,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South East,E12000008,2001,1755237,14.66009536,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
South West,E12000009,2001,1036508,20.03558887,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
Wales,W92000004,2001,648740,28.02584014,DR12,Childhood poverty,ITL1,NA,NA,NA,NA,NA,NA,Percentage,
