"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Quintile"
"CI3","Socio-cultural advantage","TLJ3","Hampshire and Isle of Wight","ITL2",NA,NA,NA,NA,0.504814857,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLG1","Herefordshire, Worcestershire and Warwickshire","ITL2",NA,NA,NA,NA,0.478497177,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLM6","Highlands and Islands","ITL2",NA,NA,NA,NA,0.144146822,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLI4","Inner London - East","ITL2",NA,NA,NA,NA,0.49738027,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLI3","Inner London - West","ITL2",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLJ4","Kent","ITL2",NA,NA,NA,NA,0.336219309,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI3","Socio-cultural advantage","TLD4","Lancashire","ITL2",NA,NA,NA,NA,0.207155695,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLF2","Leicestershire, Rutland and Northamptonshire","ITL2",NA,NA,NA,NA,0.333498242,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI3","Socio-cultural advantage","TLF3","Lincolnshire","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLD7","Merseyside","ITL2",NA,NA,NA,NA,0.25976183,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLM5","North Eastern Scotland","ITL2",NA,NA,NA,NA,0.443243802,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLE2","North Yorkshire","ITL2",NA,NA,NA,NA,0.41974544,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLN0","Northern Ireland","ITL2",NA,NA,NA,NA,0.266262212,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLC2","Northumberland, and Tyne and Wear","ITL2",NA,NA,NA,NA,0.204465439,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLI5","Outer London - East and North East","ITL2",NA,NA,NA,NA,0.40692614,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLI6","Outer London - South","ITL2",NA,NA,NA,NA,0.636605954,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLI7","Outer London - West and North West","ITL2",NA,NA,NA,NA,0.552473461,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLG2","Shropshire and Staffordshire","ITL2",NA,NA,NA,NA,0.254323884,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLE3","South Yorkshire","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLM9","Southern Scotland","ITL2",NA,NA,NA,NA,0.09433219,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLJ2","Surrey, East and West Sussex","ITL2",NA,NA,NA,NA,0.645468315,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLC1","Tees Valley and Durham","ITL2",NA,NA,NA,NA,0.049647217,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLM8","West Central Scotland","ITL2",NA,NA,NA,NA,0.292834972,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI3","Socio-cultural advantage","TLG3","West Midlands","ITL2",NA,NA,NA,NA,0.186138551,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLL1","West Wales and The Valleys","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLE4","West Yorkshire","ITL2",NA,NA,NA,NA,0.25217455,NA,NA,NA,NA,NA,NA,NA,"Total",2
