"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Quintile"
"CI3","Socio-cultural advantage","TLJ3","Hampshire and Isle of Wight","ITL2",NA,NA,NA,NA,0.504814857,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLG1","Herefordshire, Worcestershire and Warwickshire","ITL2",NA,NA,NA,NA,0.478497177,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLM6","Highlands and Islands","ITL2",NA,NA,NA,NA,0.144146822,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLI4","Inner London - East","ITL2",NA,NA,NA,NA,0.49738027,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLI3","Inner London - West","ITL2",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLJ4","Kent","ITL2",NA,NA,NA,NA,0.336219309,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI3","Socio-cultural advantage","TLD4","Lancashire","ITL2",NA,NA,NA,NA,0.207155695,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLF2","Leicestershire, Rutland and Northamptonshire","ITL2",NA,NA,NA,NA,0.333498242,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI3","Socio-cultural advantage","TLF3","Lincolnshire","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLD7","Merseyside","ITL2",NA,NA,NA,NA,0.25976183,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLM5","North Eastern Scotland","ITL2",NA,NA,NA,NA,0.443243802,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLE2","North Yorkshire","ITL2",NA,NA,NA,NA,0.41974544,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLN0","Northern Ireland","ITL2",NA,NA,NA,NA,0.266262212,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLC2","Northumberland, and Tyne and Wear","ITL2",NA,NA,NA,NA,0.204465439,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLI5","Outer London - East and North East","ITL2",NA,NA,NA,NA,0.40692614,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI3","Socio-cultural advantage","TLI6","Outer London - South","ITL2",NA,NA,NA,NA,0.636605954,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLI7","Outer London - West and North West","ITL2",NA,NA,NA,NA,0.552473461,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLG2","Shropshire and Staffordshire","ITL2",NA,NA,NA,NA,0.254323884,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI3","Socio-cultural advantage","TLE3","South Yorkshire","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLM9","Southern Scotland","ITL2",NA,NA,NA,NA,0.09433219,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLJ2","Surrey, East and West Sussex","ITL2",NA,NA,NA,NA,0.645468315,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI3","Socio-cultural advantage","TLC1","Tees Valley and Durham","ITL2",NA,NA,NA,NA,0.049647217,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLM8","West Central Scotland","ITL2",NA,NA,NA,NA,0.292834972,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI3","Socio-cultural advantage","TLG3","West Midlands","ITL2",NA,NA,NA,NA,0.186138551,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLL1","West Wales and The Valleys","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI3","Socio-cultural advantage","TLE4","West Yorkshire","ITL2",NA,NA,NA,NA,0.25217455,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLH2","Bedfordshire and Hertfordshire","ITL2",NA,NA,NA,NA,0.263436498,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLJ1","Berkshire, Buckinghamshire and Oxfordshire","ITL2",NA,NA,NA,NA,0.165000597,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI4","Childhood poverty and disadvantage","TLD6","Cheshire","ITL2",NA,NA,NA,NA,0.223892788,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI4","Childhood poverty and disadvantage","TLK3","Cornwall and Isles of Scilly","ITL2",NA,NA,NA,NA,0.390466631,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLD1","Cumbria","ITL2",NA,NA,NA,NA,0.329367943,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLF1","Derbyshire and Nottinghamshire","ITL2",NA,NA,NA,NA,0.43657324,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI4","Childhood poverty and disadvantage","TLK4","Devon","ITL2",NA,NA,NA,NA,0.304115598,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLK2","Dorset and Somerset","ITL2",NA,NA,NA,NA,0.228298874,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI4","Childhood poverty and disadvantage","TLH1","East Anglia","ITL2",NA,NA,NA,NA,0.375048584,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLL2","East Wales","ITL2",NA,NA,NA,NA,0.385473243,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLE1","East Yorkshire and Northern Lincolnshire","ITL2",NA,NA,NA,NA,0.623857298,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI4","Childhood poverty and disadvantage","TLM7","Eastern Scotland","ITL2",NA,NA,NA,NA,0.304781463,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLH3","Essex","ITL2",NA,NA,NA,NA,0.289326944,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLK1","Gloucestershire, Wiltshire and Bath/Bristol area","ITL2",NA,NA,NA,NA,0.18653779,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI4","Childhood poverty and disadvantage","TLD3","Greater Manchester","ITL2",NA,NA,NA,NA,0.638230272,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI4","Childhood poverty and disadvantage","TLJ3","Hampshire and Isle of Wight","ITL2",NA,NA,NA,NA,0.263857817,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLG1","Herefordshire, Worcestershire and Warwickshire","ITL2",NA,NA,NA,NA,0.26956072,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLM6","Highlands and Islands","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI4","Childhood poverty and disadvantage","TLI4","Inner London - East","ITL2",NA,NA,NA,NA,0.998637194,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI4","Childhood poverty and disadvantage","TLI3","Inner London - West","ITL2",NA,NA,NA,NA,0.611177687,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI4","Childhood poverty and disadvantage","TLJ4","Kent","ITL2",NA,NA,NA,NA,0.349428005,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLD4","Lancashire","ITL2",NA,NA,NA,NA,0.466605009,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI4","Childhood poverty and disadvantage","TLF2","Leicestershire, Rutland and Northamptonshire","ITL2",NA,NA,NA,NA,0.415318188,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLF3","Lincolnshire","ITL2",NA,NA,NA,NA,0.422947402,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLD7","Merseyside","ITL2",NA,NA,NA,NA,0.440576043,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI4","Childhood poverty and disadvantage","TLM5","North Eastern Scotland","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI4","Childhood poverty and disadvantage","TLE2","North Yorkshire","ITL2",NA,NA,NA,NA,0.17060666,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI4","Childhood poverty and disadvantage","TLN0","Northern Ireland","ITL2",NA,NA,NA,NA,0.343050828,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI4","Childhood poverty and disadvantage","TLC2","Northumberland, and Tyne and Wear","ITL2",NA,NA,NA,NA,0.595625478,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI4","Childhood poverty and disadvantage","TLI5","Outer London - East and North East","ITL2",NA,NA,NA,NA,0.698109398,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI4","Childhood poverty and disadvantage","TLI6","Outer London - South","ITL2",NA,NA,NA,NA,0.441122923,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI4","Childhood poverty and disadvantage","TLI7","Outer London - West and North West","ITL2",NA,NA,NA,NA,0.652368431,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI4","Childhood poverty and disadvantage","TLG2","Shropshire and Staffordshire","ITL2",NA,NA,NA,NA,0.400215916,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLE3","South Yorkshire","ITL2",NA,NA,NA,NA,0.547996936,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI4","Childhood poverty and disadvantage","TLM9","Southern Scotland","ITL2",NA,NA,NA,NA,0.36693868,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLJ2","Surrey, East and West Sussex","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI4","Childhood poverty and disadvantage","TLC1","Tees Valley and Durham","ITL2",NA,NA,NA,NA,0.608387493,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI4","Childhood poverty and disadvantage","TLM8","West Central Scotland","ITL2",NA,NA,NA,NA,0.387278698,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI4","Childhood poverty and disadvantage","TLG3","West Midlands","ITL2",NA,NA,NA,NA,0.775057231,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI4","Childhood poverty and disadvantage","TLL1","West Wales and The Valleys","ITL2",NA,NA,NA,NA,0.440964795,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI4","Childhood poverty and disadvantage","TLE4","West Yorkshire","ITL2",NA,NA,NA,NA,0.626413647,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLH2","Bedfordshire and Hertfordshire","ITL2",NA,NA,NA,NA,0.814844017,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLJ1","Berkshire, Buckinghamshire and Oxfordshire","ITL2",NA,NA,NA,NA,0.789356708,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLD6","Cheshire","ITL2",NA,NA,NA,NA,0.532146604,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI5","R & D environment","TLK3","Cornwall and Isles of Scilly","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLD1","Cumbria","ITL2",NA,NA,NA,NA,0.340527763,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLF1","Derbyshire and Nottinghamshire","ITL2",NA,NA,NA,NA,0.746275854,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLK4","Devon","ITL2",NA,NA,NA,NA,0.486940535,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI5","R & D environment","TLK2","Dorset and Somerset","ITL2",NA,NA,NA,NA,0.442690948,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI5","R & D environment","TLH1","East Anglia","ITL2",NA,NA,NA,NA,0.695930959,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI5","R & D environment","TLL2","East Wales","ITL2",NA,NA,NA,NA,0.52743241,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI5","R & D environment","TLE1","East Yorkshire and Northern Lincolnshire","ITL2",NA,NA,NA,NA,0.653196166,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI5","R & D environment","TLM7","Eastern Scotland","ITL2",NA,NA,NA,NA,0.718794039,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI5","R & D environment","TLH3","Essex","ITL2",NA,NA,NA,NA,0.615180046,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI5","R & D environment","TLK1","Gloucestershire, Wiltshire and Bath/Bristol area","ITL2",NA,NA,NA,NA,0.755682482,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLD3","Greater Manchester","ITL2",NA,NA,NA,NA,0.691714896,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI5","R & D environment","TLJ3","Hampshire and Isle of Wight","ITL2",NA,NA,NA,NA,0.716945861,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI5","R & D environment","TLG1","Herefordshire, Worcestershire and Warwickshire","ITL2",NA,NA,NA,NA,0.534764248,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI5","R & D environment","TLM6","Highlands and Islands","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLI4","Inner London - East","ITL2",NA,NA,NA,NA,0.654445289,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI5","R & D environment","TLI3","Inner London - West","ITL2",NA,NA,NA,NA,0.777678711,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLJ4","Kent","ITL2",NA,NA,NA,NA,0.616432529,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI5","R & D environment","TLD4","Lancashire","ITL2",NA,NA,NA,NA,0.588174139,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI5","R & D environment","TLF2","Leicestershire, Rutland and Northamptonshire","ITL2",NA,NA,NA,NA,0.682955412,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI5","R & D environment","TLF3","Lincolnshire","ITL2",NA,NA,NA,NA,0.334443838,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLD7","Merseyside","ITL2",NA,NA,NA,NA,0.703893303,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI5","R & D environment","TLM5","North Eastern Scotland","ITL2",NA,NA,NA,NA,0.266742889,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLE2","North Yorkshire","ITL2",NA,NA,NA,NA,0.483741778,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI5","R & D environment","TLN0","Northern Ireland","ITL2",NA,NA,NA,NA,0.57803831,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI5","R & D environment","TLC2","Northumberland, and Tyne and Wear","ITL2",NA,NA,NA,NA,0.582402961,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI5","R & D environment","TLI5","Outer London - East and North East","ITL2",NA,NA,NA,NA,0.414629715,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLI6","Outer London - South","ITL2",NA,NA,NA,NA,0.426430136,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLI7","Outer London - West and North West","ITL2",NA,NA,NA,NA,0.72238946,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLG2","Shropshire and Staffordshire","ITL2",NA,NA,NA,NA,0.530298558,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI5","R & D environment","TLE3","South Yorkshire","ITL2",NA,NA,NA,NA,0.477974302,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI5","R & D environment","TLM9","Southern Scotland","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLJ2","Surrey, East and West Sussex","ITL2",NA,NA,NA,NA,0.695786667,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI5","R & D environment","TLC1","Tees Valley and Durham","ITL2",NA,NA,NA,NA,0.578056755,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI5","R & D environment","TLM8","West Central Scotland","ITL2",NA,NA,NA,NA,0.720377044,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLG3","West Midlands","ITL2",NA,NA,NA,NA,0.777674905,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI5","R & D environment","TLL1","West Wales and The Valleys","ITL2",NA,NA,NA,NA,0.442078927,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI5","R & D environment","TLE4","West Yorkshire","ITL2",NA,NA,NA,NA,0.640956171,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLH2","Bedfordshire and Hertfordshire","ITL2",NA,NA,NA,NA,0.301524639,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLJ1","Berkshire, Buckinghamshire and Oxfordshire","ITL2",NA,NA,NA,NA,0.329232982,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLD6","Cheshire","ITL2",NA,NA,NA,NA,0.240735392,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI2","Precarious situations","TLK3","Cornwall and Isles of Scilly","ITL2",NA,NA,NA,NA,0.489063097,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLD1","Cumbria","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI2","Precarious situations","TLF1","Derbyshire and Nottinghamshire","ITL2",NA,NA,NA,NA,0.193447581,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI2","Precarious situations","TLK4","Devon","ITL2",NA,NA,NA,NA,0.201100974,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI2","Precarious situations","TLK2","Dorset and Somerset","ITL2",NA,NA,NA,NA,0.230378461,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI2","Precarious situations","TLH1","East Anglia","ITL2",NA,NA,NA,NA,0.303149327,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLL2","East Wales","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI2","Precarious situations","TLE1","East Yorkshire and Northern Lincolnshire","ITL2",NA,NA,NA,NA,0.16044414,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI2","Precarious situations","TLM7","Eastern Scotland","ITL2",NA,NA,NA,NA,0.532966067,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLH3","Essex","ITL2",NA,NA,NA,NA,0.224220964,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI2","Precarious situations","TLK1","Gloucestershire, Wiltshire and Bath/Bristol area","ITL2",NA,NA,NA,NA,0.133566521,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI2","Precarious situations","TLD3","Greater Manchester","ITL2",NA,NA,NA,NA,0.507892158,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLJ3","Hampshire and Isle of Wight","ITL2",NA,NA,NA,NA,0.204385115,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI2","Precarious situations","TLG1","Herefordshire, Worcestershire and Warwickshire","ITL2",NA,NA,NA,NA,0.376801824,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI2","Precarious situations","TLM6","Highlands and Islands","ITL2",NA,NA,NA,NA,0.455113757,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI2","Precarious situations","TLI4","Inner London - East","ITL2",NA,NA,NA,NA,0.457052344,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI2","Precarious situations","TLI3","Inner London - West","ITL2",NA,NA,NA,NA,0.514564755,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLJ4","Kent","ITL2",NA,NA,NA,NA,0.272071805,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI2","Precarious situations","TLD4","Lancashire","ITL2",NA,NA,NA,NA,0.356494893,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI2","Precarious situations","TLF2","Leicestershire, Rutland and Northamptonshire","ITL2",NA,NA,NA,NA,0.221869937,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI2","Precarious situations","TLF3","Lincolnshire","ITL2",NA,NA,NA,NA,0.277110255,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLD7","Merseyside","ITL2",NA,NA,NA,NA,0.554116649,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLM5","North Eastern Scotland","ITL2",NA,NA,NA,NA,0.355665563,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLE2","North Yorkshire","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI2","Precarious situations","TLN0","Northern Ireland","ITL2",NA,NA,NA,NA,0.475651884,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLC2","Northumberland, and Tyne and Wear","ITL2",NA,NA,NA,NA,0.836101369,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLI5","Outer London - East and North East","ITL2",NA,NA,NA,NA,0.241233245,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI2","Precarious situations","TLI6","Outer London - South","ITL2",NA,NA,NA,NA,0.527374647,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLI7","Outer London - West and North West","ITL2",NA,NA,NA,NA,0.399208822,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI2","Precarious situations","TLG2","Shropshire and Staffordshire","ITL2",NA,NA,NA,NA,0.31953563,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLE3","South Yorkshire","ITL2",NA,NA,NA,NA,0.507731047,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI2","Precarious situations","TLM9","Southern Scotland","ITL2",NA,NA,NA,NA,0.187734704,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI2","Precarious situations","TLJ2","Surrey, East and West Sussex","ITL2",NA,NA,NA,NA,0.084704639,NA,NA,NA,NA,NA,NA,NA,"Total",1
"CI2","Precarious situations","TLC1","Tees Valley and Durham","ITL2",NA,NA,NA,NA,0.289586433,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLM8","West Central Scotland","ITL2",NA,NA,NA,NA,0.425035222,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI2","Precarious situations","TLG3","West Midlands","ITL2",NA,NA,NA,NA,0.362219459,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI2","Precarious situations","TLL1","West Wales and The Valleys","ITL2",NA,NA,NA,NA,0.308985194,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI2","Precarious situations","TLE4","West Yorkshire","ITL2",NA,NA,NA,NA,0.370555355,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI1","Promising prospects","TLH2","Bedfordshire and Hertfordshire","ITL2",NA,NA,NA,NA,0.642002273,NA,NA,NA,NA,NA,NA,NA,"Total",5
"CI1","Promising prospects","TLJ1","Berkshire, Buckinghamshire and Oxfordshire","ITL2",NA,NA,NA,NA,0.415468845,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI1","Promising prospects","TLD6","Cheshire","ITL2",NA,NA,NA,NA,0.156786672,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI1","Promising prospects","TLK3","Cornwall and Isles of Scilly","ITL2",NA,NA,NA,NA,0.229938213,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI1","Promising prospects","TLD1","Cumbria","ITL2",NA,NA,NA,NA,0.360233401,NA,NA,NA,NA,NA,NA,NA,"Total",3
"CI1","Promising prospects","TLF1","Derbyshire and Nottinghamshire","ITL2",NA,NA,NA,NA,0.25111879,NA,NA,NA,NA,NA,NA,NA,"Total",2
"CI1","Promising prospects","TLK4","Devon","ITL2",NA,NA,NA,NA,0.430095801,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI1","Promising prospects","TLK2","Dorset and Somerset","ITL2",NA,NA,NA,NA,0.447603284,NA,NA,NA,NA,NA,NA,NA,"Total",4
"CI1","Promising prospects","TLH1","East Anglia","ITL2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Total",1
