"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Lower level (below CSE grade 1)",3.37,1.802,4.938,0.8,158,"2018-2021","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Lower level (below CSE grade 1)",3.68,2.112,5.248,0.8,264,"2018-2021","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Lower level (below CSE grade 1)",9.06,6.904,11.216,1.1,682,"2018-2021","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Lower level (below CSE grade 1)",7.9,5.352,10.448,1.3,674,"2018-2021","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Lower level (below CSE grade 1)",20.25,16.722,23.778,1.8,1148,"2018-2021","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Total","Highest qualification","Lower level (below CSE grade 1)",8.61,7.63,9.59,0.5,2926,"2018-2021","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Higher degree",22.01900489,NA,NA,NA,441,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Higher degree",26.26203489,NA,NA,NA,571,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Higher degree",6.691254108,NA,NA,NA,130,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Higher degree",7.166001818,NA,NA,NA,175,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Higher degree",10.80177861,NA,NA,NA,264,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Higher degree",11.47941459,NA,NA,NA,347,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Higher degree",16.02208512,NA,NA,NA,350,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Higher degree",18.64884303,NA,NA,NA,490,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Higher degree",4.91630818,NA,NA,NA,100,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Higher degree",5.829587978,NA,NA,NA,154,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","First degree",42.31556293,NA,NA,NA,839,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","First degree",45.01297498,NA,NA,NA,1051,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","First degree",21.90573032,NA,NA,NA,502,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","First degree",27.67078732,NA,NA,NA,705,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","First degree",28.10817815,NA,NA,NA,771,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","First degree",32.91137821,NA,NA,NA,1038,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","First degree",35.41289075,NA,NA,NA,850,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","First degree",42.45319582,NA,NA,NA,1173,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","First degree",15.17986601,NA,NA,NA,349,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","First degree",18.62410537,NA,NA,NA,523,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Further education below degree",5.9283084,NA,NA,NA,134,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Further education below degree",6.147321906,NA,NA,NA,154,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Further education below degree",6.659522904,NA,NA,NA,153,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Further education below degree",8.215384426,NA,NA,NA,226,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Further education below degree",6.973091129,NA,NA,NA,210,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Further education below degree",7.289450145,NA,NA,NA,246,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Further education below degree",7.445893845,NA,NA,NA,194,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Further education below degree",7.166163294,NA,NA,NA,215,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Further education below degree",5.969580454,NA,NA,NA,147,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Further education below degree",7.238103182,NA,NA,NA,210,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","A level and equivalent",19.20092229,NA,NA,NA,447,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","A level and equivalent",15.39993808,NA,NA,NA,396,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","A level and equivalent",33.08024728,NA,NA,NA,786,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","A level and equivalent",32.01473708,NA,NA,NA,879,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","A level and equivalent",28.19529527,NA,NA,NA,865,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","A level and equivalent",27.85876765,NA,NA,NA,923,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","A level and equivalent",25.48549663,NA,NA,NA,644,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","A level and equivalent",20.29717087,NA,NA,NA,612,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","A level and equivalent",30.88254037,NA,NA,NA,732,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","A level and equivalent",31.32339424,NA,NA,NA,919,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","O level, GCSE and equivalent",6.99032816,NA,NA,NA,151,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","O level, GCSE and equivalent",3.907674237,NA,NA,NA,104,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","O level, GCSE and equivalent",15.72688426,NA,NA,NA,368,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","O level, GCSE and equivalent",14.0170523,NA,NA,NA,381,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","O level, GCSE and equivalent",12.65099596,NA,NA,NA,401,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","O level, GCSE and equivalent",10.89491306,NA,NA,NA,364,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","O level, GCSE and equivalent",9.799664444,NA,NA,NA,241,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","O level, GCSE and equivalent",7.275069755,NA,NA,NA,223,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","O level, GCSE and equivalent",17.66325825,NA,NA,NA,424,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","O level, GCSE and equivalent",17.71381235,NA,NA,NA,527,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Lower level (below CSE grade 1)",3.499574534,NA,NA,NA,78,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Lower level (below CSE grade 1)",3.234604389,NA,NA,NA,80,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Lower level (below CSE grade 1)",15.83255596,NA,NA,NA,368,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Lower level (below CSE grade 1)",10.7810705,NA,NA,NA,304,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Lower level (below CSE grade 1)",13.04605096,NA,NA,NA,378,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Lower level (below CSE grade 1)",9.534174712,NA,NA,NA,304,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Lower level (below CSE grade 1)",5.796087548,NA,NA,NA,149,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Lower level (below CSE grade 1)",4.159557221,NA,NA,NA,113,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Lower level (below CSE grade 1)",25.14544538,NA,NA,NA,605,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Lower level (below CSE grade 1)",19.11987426,NA,NA,NA,544,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","White British",61.90830973,60.04461357,63.73757466,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","White British",17.68764756,16.44396195,19.00400179,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","White other",70.97216318,68.25440536,73.54742501,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","White other",24.42939146,22.09490601,26.92528397,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Mixed",74.3934163,69.75920274,78.53597413,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Mixed",27.75203528,23.36053413,32.61773244,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Indian",88.01689325,85.5963472,90.07781714,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Indian",49.26800104,43.9874187,54.56496672,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Other",74.83312029,71.12707805,78.20920243,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Other",28.21987339,24.49062212,32.27427118,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Black African",76.07603876,70.80769516,80.65338209,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Black African",29.59914155,24.26137356,35.5599019,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Bangladeshi",74.64251357,67.36345896,80.76173913,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Bangladeshi",28.01582638,21.47348182,35.64660448,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Pakistani",71.39058968,66.47576803,75.84667405,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Pakistani",24.80792724,20.77027269,29.3398249,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Chinese",91.6532633,87.47408525,94.52535649,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Chinese",59.2142388,47.93657463,69.59830656,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Black Caribbean",64.27910242,56.69164474,71.212275,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Black Caribbean",19.21943752,14.74751987,24.6552166,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Higher degree",24.42278617,NA,NA,NA,913,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Higher degree",21.60744911,NA,NA,NA,96,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Higher degree",7.545220876,NA,NA,NA,283,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Higher degree",3.279710745,NA,NA,NA,22,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Higher degree",11.28294963,NA,NA,NA,544,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Higher degree",10.14791771,NA,NA,NA,64,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Higher degree",17.89493555,NA,NA,NA,758,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Higher degree",13.67177567,NA,NA,NA,81,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Higher degree",6.081115375,NA,NA,NA,228,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Higher degree",2.636135018,NA,NA,NA,24,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","First degree",44.70431153,NA,NA,NA,1705,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","First degree",34.87621815,NA,NA,NA,175,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","First degree",25.6810707,NA,NA,NA,1084,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","First degree",19.4448193,NA,NA,NA,122,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","First degree",31.99148872,NA,NA,NA,1641,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","First degree",19.96614819,NA,NA,NA,160,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","First degree",40.26741403,NA,NA,NA,1824,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","First degree",29.43885724,NA,NA,NA,194,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","First degree",18.54735193,NA,NA,NA,759,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","First degree",10.93398391,NA,NA,NA,111,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Further education below degree",5.818601689,NA,NA,NA,246,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Further education below degree",7.661763816,NA,NA,NA,41,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Further education below degree",7.729016366,NA,NA,NA,337,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Further education below degree",5.550876311,NA,NA,NA,40,"2014-21","Percentage",NA,"Total","Disability","Yes"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Further education below degree",6.897495641,NA,NA,NA,387,"2014-21","Percentage",NA,"Total","Disability","No"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Further education below degree",8.454925573,NA,NA,NA,67,"2014-21","Percentage",NA,"Total","Disability","Yes"
