"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower professional","sex","Women",,,"2014 to 2024",87.572,83.993,90.488,343,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower professional","sex","Women",,,"2014 to 2024",89.114,85.832,91.999,334,"Average","3-year moving average","2019 to 2021"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower professional","sex","Women",,,"2014 to 2024",89.063,85.5,91.752,295,"Average","3-year moving average","2020 to 2022"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower professional","sex","Women",,,"2014 to 2024",89.968,86.478,92.709,240,"Average","3-year moving average","2021 to 2023"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower professional","sex","Women",,,"2014 to 2024",89.155,85.408,91.864,208,"Average","3-year moving average","2022 to 2024"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","sex","Women",,,"2014 to 2024",86.989,82.452,90.361,305,"Average","3-year moving average","2014 to 2016"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","sex","Women",,,"2014 to 2024",88.223,84.14,91.468,302,"Average","3-year moving average","2015 to 2017"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","sex","Women",,,"2014 to 2024",88.323,84.466,91.651,297,"Average","3-year moving average","2016 to 2018"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","sex","Women",,,"2014 to 2024",89.418,85.483,92.356,301,"Average","3-year moving average","2017 to 2019"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","sex","Women",,,"2014 to 2024",89.82,85.968,92.621,280,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","sex","Women",,,"2014 to 2024",89.704,85.842,92.417,283,"Average","3-year moving average","2019 to 2021"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","sex","Women",,,"2014 to 2024",88.844,85.24,91.887,261,"Average","3-year moving average","2020 to 2022"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","sex","Women",,,"2014 to 2024",88.844,84.886,91.817,218,"Average","3-year moving average","2021 to 2023"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","sex","Women",,,"2014 to 2024",89.716,85.607,92.424,184,"Average","3-year moving average","2022 to 2024"
