"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower working","profession","Intermediate",,,"2014 to 2024",19.447,16.775,22.538,698,"Average","3-year moving average","2016 to 2018","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower working","profession","Intermediate",,,"2014 to 2024",18.714,16.043,21.768,666,"Average","3-year moving average","2017 to 2019","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower working","profession","Intermediate",,,"2014 to 2024",19.248,16.365,22.367,546,"Average","3-year moving average","2018 to 2020","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower working","profession","Intermediate",,,"2014 to 2024",19.735,16.808,22.896,505,"Average","3-year moving average","2019 to 2021","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower working","profession","Intermediate",,,"2014 to 2024",20.348,17.304,23.684,414,"Average","3-year moving average","2020 to 2022","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower working","profession","Intermediate",,,"2014 to 2024",18.174,15.261,21.319,365,"Average","3-year moving average","2021 to 2023","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower working","profession","Intermediate",,,"2014 to 2024",18.9,16.033,22.233,310,"Average","3-year moving average","2022 to 2024","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",14.61,12.312,17.368,786,"Average","3-year moving average","2014 to 2016","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",15.935,13.517,18.728,756,"Average","3-year moving average","2015 to 2017","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",17.509,14.922,20.459,698,"Average","3-year moving average","2016 to 2018","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",18.378,15.666,21.345,666,"Average","3-year moving average","2017 to 2019","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",19.233,16.365,22.367,546,"Average","3-year moving average","2018 to 2020","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",18.501,15.717,21.669,505,"Average","3-year moving average","2019 to 2021","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",19.58,16.572,22.863,414,"Average","3-year moving average","2020 to 2022","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",18.947,16.119,22.29,365,"Average","3-year moving average","2021 to 2023","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower working","profession","Lower professional",,,"2014 to 2024",21.221,18.215,24.681,310,"Average","3-year moving average","2022 to 2024","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",5.393,4.006,7.314,786,"Average","3-year moving average","2014 to 2016","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",5.064,3.658,6.842,756,"Average","3-year moving average","2015 to 2017","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",4.826,3.501,6.722,698,"Average","3-year moving average","2016 to 2018","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",5.372,3.9,7.285,666,"Average","3-year moving average","2017 to 2019","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",5.878,4.329,8.009,546,"Average","3-year moving average","2018 to 2020","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",7.657,5.891,10.049,505,"Average","3-year moving average","2019 to 2021","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",7.44,5.635,9.891,414,"Average","3-year moving average","2020 to 2022","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",8.513,6.471,10.905,365,"Average","3-year moving average","2021 to 2023","Lower working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower working","profession","Higher professional",,,"2014 to 2024",7.834,5.871,10.177,310,"Average","3-year moving average","2022 to 2024","Lower working background"
