"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","profession","Intermediate",,,"2014 to 2024",19.26,18.004,20.581,2395,"Average","3-year moving average","2020 to 2022","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","profession","Intermediate",,,"2014 to 2024",18.023,16.774,19.345,2044,"Average","3-year moving average","2021 to 2023","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","profession","Intermediate",,,"2014 to 2024",18.136,16.87,19.46,1754,"Average","3-year moving average","2022 to 2024","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","profession","Lower professional",,,"2014 to 2024",24.744,23.376,26.138,3684,"Average","3-year moving average","2014 to 2016","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","profession","Lower professional",,,"2014 to 2024",25.322,23.981,26.734,3594,"Average","3-year moving average","2015 to 2017","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","profession","Lower professional",,,"2014 to 2024",25.545,24.187,26.964,3409,"Average","3-year moving average","2016 to 2018","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","profession","Lower professional",,,"2014 to 2024",26.723,25.343,28.158,3323,"Average","3-year moving average","2017 to 2019","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","profession","Lower professional",,,"2014 to 2024",27.809,26.404,29.272,2899,"Average","3-year moving average","2018 to 2020","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","profession","Lower professional",,,"2014 to 2024",28.125,26.693,29.582,2773,"Average","3-year moving average","2019 to 2021","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","profession","Lower professional",,,"2014 to 2024",28.083,26.631,29.563,2395,"Average","3-year moving average","2020 to 2022","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","profession","Lower professional",,,"2014 to 2024",27.625,26.152,29.137,2044,"Average","3-year moving average","2021 to 2023","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","profession","Lower professional",,,"2014 to 2024",28.492,26.999,30.028,1754,"Average","3-year moving average","2022 to 2024","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","profession","Higher professional",,,"2014 to 2024",11.422,10.439,12.484,3684,"Average","3-year moving average","2014 to 2016","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","profession","Higher professional",,,"2014 to 2024",12.065,11.068,13.137,3594,"Average","3-year moving average","2015 to 2017","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","profession","Higher professional",,,"2014 to 2024",12.97,11.921,14.067,3409,"Average","3-year moving average","2016 to 2018","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","profession","Higher professional",,,"2014 to 2024",13.666,12.602,14.793,3323,"Average","3-year moving average","2017 to 2019","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","profession","Higher professional",,,"2014 to 2024",14.88,13.771,16.054,2899,"Average","3-year moving average","2018 to 2020","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","profession","Higher professional",,,"2014 to 2024",16.261,15.108,17.485,2773,"Average","3-year moving average","2019 to 2021","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","profession","Higher professional",,,"2014 to 2024",17.922,16.708,19.214,2395,"Average","3-year moving average","2020 to 2022","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","profession","Higher professional",,,"2014 to 2024",19.732,18.436,21.096,2044,"Average","3-year moving average","2021 to 2023","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","profession","Higher professional",,,"2014 to 2024",19.667,18.353,21.024,1754,"Average","3-year moving average","2022 to 2024","Total background"
