"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","profession","Intermediate",,,"2014 to 2024",15.707,13.209,18.622,426,"Average","3-year moving average","2021 to 2023","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","profession","Intermediate",,,"2014 to 2024",15.265,12.671,18.115,357,"Average","3-year moving average","2022 to 2024","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",33.637,29.884,37.542,561,"Average","3-year moving average","2014 to 2016","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",33.238,29.631,36.932,579,"Average","3-year moving average","2015 to 2017","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",32.334,28.85,36.043,561,"Average","3-year moving average","2016 to 2018","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",34.741,31.167,38.321,574,"Average","3-year moving average","2017 to 2019","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",33.928,30.562,37.554,528,"Average","3-year moving average","2018 to 2020","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",34.616,31.288,38.16,545,"Average","3-year moving average","2019 to 2021","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",32.957,29.64,36.416,498,"Average","3-year moving average","2020 to 2022","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",32.921,29.591,36.527,426,"Average","3-year moving average","2021 to 2023","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","profession","Lower professional",,,"2014 to 2024",32.901,29.514,36.584,357,"Average","3-year moving average","2022 to 2024","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",20.342,17.18,23.73,561,"Average","3-year moving average","2014 to 2016","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",21.052,17.968,24.306,579,"Average","3-year moving average","2015 to 2017","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",24.15,21.033,27.634,561,"Average","3-year moving average","2016 to 2018","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",24.75,21.605,28.108,574,"Average","3-year moving average","2017 to 2019","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",25.871,22.779,29.259,528,"Average","3-year moving average","2018 to 2020","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",25.864,22.808,29.145,545,"Average","3-year moving average","2019 to 2021","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",28.458,25.349,31.864,498,"Average","3-year moving average","2020 to 2022","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",30.693,27.343,34.149,426,"Average","3-year moving average","2021 to 2023","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","profession","Higher professional",,,"2014 to 2024",30.962,27.593,34.55,357,"Average","3-year moving average","2022 to 2024","Higher professional background"
