"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","profession","Higher working",,,"2014 to 2024",21.142,18.009,24.701,382,"Average","3-year moving average","2020 to 2022","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","profession","Higher working",,,"2014 to 2024",20.594,17.335,24.236,311,"Average","3-year moving average","2021 to 2023","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","profession","Higher working",,,"2014 to 2024",20.166,16.942,23.853,267,"Average","3-year moving average","2022 to 2024","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",19.77,17.079,22.864,750,"Average","3-year moving average","2014 to 2016","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",18.951,16.331,21.94,732,"Average","3-year moving average","2015 to 2017","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",19.865,17.175,22.922,697,"Average","3-year moving average","2016 to 2018","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",19.573,16.784,22.713,636,"Average","3-year moving average","2017 to 2019","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",20.023,17.152,23.243,542,"Average","3-year moving average","2018 to 2020","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",18.509,15.648,21.808,469,"Average","3-year moving average","2019 to 2021","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",19.252,16.14,22.596,382,"Average","3-year moving average","2020 to 2022","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",16.988,13.989,20.414,311,"Average","3-year moving average","2021 to 2023","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","profession","Intermediate",,,"2014 to 2024",18.214,15.07,21.719,267,"Average","3-year moving average","2022 to 2024","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",21.808,18.937,24.922,750,"Average","3-year moving average","2014 to 2016","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",22.553,19.702,25.667,732,"Average","3-year moving average","2015 to 2017","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",21.936,19.128,25.082,697,"Average","3-year moving average","2016 to 2018","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",22.894,19.929,26.198,636,"Average","3-year moving average","2017 to 2019","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",24.888,21.785,28.353,542,"Average","3-year moving average","2018 to 2020","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",26.886,23.585,30.589,469,"Average","3-year moving average","2019 to 2021","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",27.399,23.84,31.121,382,"Average","3-year moving average","2020 to 2022","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",26.825,23.286,30.831,311,"Average","3-year moving average","2021 to 2023","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","profession","Lower professional",,,"2014 to 2024",26.928,23.33,30.945,267,"Average","3-year moving average","2022 to 2024","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",8.403,6.574,10.655,750,"Average","3-year moving average","2014 to 2016","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",9.14,7.29,11.464,732,"Average","3-year moving average","2015 to 2017","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",9.254,7.394,11.625,697,"Average","3-year moving average","2016 to 2018","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",9.523,7.581,12.029,636,"Average","3-year moving average","2017 to 2019","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",9.867,7.738,12.315,542,"Average","3-year moving average","2018 to 2020","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",10.971,8.651,13.636,469,"Average","3-year moving average","2019 to 2021","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",11.82,9.413,14.754,382,"Average","3-year moving average","2020 to 2022","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",14.991,12.169,18.291,311,"Average","3-year moving average","2021 to 2023","Higher working background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","profession","Higher professional",,,"2014 to 2024",14.922,12.039,18.193,267,"Average","3-year moving average","2022 to 2024","Higher working background"
