"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",16.252,13.804,18.994,685,"Average","3-year moving average","2017 to 2019","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",15.857,13.506,18.508,631,"Average","3-year moving average","2018 to 2020","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",15.572,13.259,18.266,613,"Average","3-year moving average","2019 to 2021","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",13.608,11.461,16.2,551,"Average","3-year moving average","2020 to 2022","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",11.753,9.548,14.22,452,"Average","3-year moving average","2021 to 2023","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",11.276,9.238,13.834,394,"Average","3-year moving average","2022 to 2024","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",19.255,16.473,22.283,691,"Average","3-year moving average","2014 to 2016","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",21.07,18.19,24.117,684,"Average","3-year moving average","2015 to 2017","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",21.337,18.566,24.431,677,"Average","3-year moving average","2016 to 2018","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",20.509,17.848,23.518,685,"Average","3-year moving average","2017 to 2019","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",19.492,16.898,22.308,631,"Average","3-year moving average","2018 to 2020","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",19.484,16.918,22.371,613,"Average","3-year moving average","2019 to 2021","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",18.685,16.191,21.553,551,"Average","3-year moving average","2020 to 2022","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",18.089,15.435,20.993,452,"Average","3-year moving average","2021 to 2023","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower professional","profession","Intermediate",,,"2014 to 2024",17.027,14.471,19.883,394,"Average","3-year moving average","2022 to 2024","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",31.226,27.955,34.759,691,"Average","3-year moving average","2014 to 2016","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",30.486,27.276,33.955,684,"Average","3-year moving average","2015 to 2017","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",31.217,27.991,34.6,677,"Average","3-year moving average","2016 to 2018","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",32.402,29.164,35.704,685,"Average","3-year moving average","2017 to 2019","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",33.108,29.976,36.378,631,"Average","3-year moving average","2018 to 2020","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",31.577,28.461,34.83,613,"Average","3-year moving average","2019 to 2021","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",31.82,28.7,35.071,551,"Average","3-year moving average","2020 to 2022","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",31.166,27.935,34.594,452,"Average","3-year moving average","2021 to 2023","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower professional","profession","Lower professional",,,"2014 to 2024",33.416,30.085,36.835,394,"Average","3-year moving average","2022 to 2024","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",15.829,13.315,18.712,691,"Average","3-year moving average","2014 to 2016","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",16.707,14.099,19.535,684,"Average","3-year moving average","2015 to 2017","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",17.579,14.956,20.408,677,"Average","3-year moving average","2016 to 2018","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",17.522,14.953,20.292,685,"Average","3-year moving average","2017 to 2019","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",18.377,15.909,21.208,631,"Average","3-year moving average","2018 to 2020","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",19.436,16.807,22.247,613,"Average","3-year moving average","2019 to 2021","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",20.732,18.082,23.647,551,"Average","3-year moving average","2020 to 2022","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",23.189,20.339,26.426,452,"Average","3-year moving average","2021 to 2023","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower professional","profession","Higher professional",,,"2014 to 2024",22.994,20.179,26.226,394,"Average","3-year moving average","2022 to 2024","Lower professional background"
