ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note,group
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,113,Central Bedfordshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.981872722,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,156,Ceredigion,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.013096199,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,46,Cheshire East,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.9867598,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,47,Cheshire West and Chester,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.58009861,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,184,City of Edinburgh,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.565949458,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,176,Clackmannanshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.749955186,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,151,Conwy,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.798223946,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,142,Cornwall and Isles of Scilly,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.114798497,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,101,Coventry,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.637740312,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,22,Croydon,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.344297992,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,67,Cumbria,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.391426772,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,60,Darlington,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.072744494,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,152,Denbighshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.863654203,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,82,Derby,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.397084373,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,83,Derbyshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.010064318,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,143,Devon CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.657273418,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,74,Doncaster,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.294394978,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,144,Dorset,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.425983492,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,104,Dudley,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.819363551,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,178,Dumfries and Galloway,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.329901602,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,179,Dundee City,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.472353084,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,55,Durham,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.811970742,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,28,Ealing,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.616208019,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,180,East Ayrshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.713980207,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,181,East Dunbartonshire,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,2.246465272,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,182,East Lothian,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.878298162,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,183,East Renfrewshire,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,1.961676068,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,69,East Riding of Yorkshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.106841542,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,127,East Sussex CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.021091063,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,20,Enfield,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.032500299,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,116,Essex,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.354201979,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,185,Falkirk,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.425948652,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,186,Fife,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.158258858,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,153,Flintshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.674997989,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,65,Gateshead,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.692221985,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,187,Glasgow City,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.925499648,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,145,Gloucestershire CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.567773516,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,15,Greenwich,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.245252376,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,150,Gwynedd,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.42283795,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,6,Hackney,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.265270263,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,49,Halton,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.642952893,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,4,Hammersmith and Fulham,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.489355433,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,133,Hampshire,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.056207287,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,9,Haringey,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.460142859,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,29,Harrow,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.777735412,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,56,Hartlepool,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.303186677,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,17,Havering,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.606639087,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,92,"Herefordshire, County of",2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.054889054,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,111,Hertfordshire CC,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.379096829,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,188,Highland,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.197290064,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,30,Hillingdon,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.1035802,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,31,Hounslow,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.282070616,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,189,Inverclyde,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.467118272,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,149,Isle of Anglesey,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.216906736,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,132,Isle of Wight,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.287820612,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,10,Islington,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.705666002,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,3,Kensington and Chelsea,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.36629233,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,135,Kent,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.422990599,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,68,"Kingston upon Hull, City of",2018-2022,Total,Total,Total,Z-score category,Least Favourable,NA,NA,-1.834176102,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,1
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,24,Kingston upon Thames,2018-2022,Total,Total,Total,Z-score category,Most Favourable,NA,NA,1.976774335,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,5
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,80,Kirklees,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.808504594,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,50,Knowsley,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.901808378,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,13,Lambeth,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.822367765,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,45,Lancashire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.38760227,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,78,Leeds,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.100222521,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,86,Leicester,2018-2022,Total,Total,Total,Z-score category,Least Favourable,NA,NA,-2.17737909,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,1
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,88,Leicestershire CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.691305351,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,11,Lewisham,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.879233341,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,91,Lincolnshire CC,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.610962231,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,52,Liverpool,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.474974767,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,106,Luton,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.421816095,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,33,Manchester,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.074124025,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,134,Medway,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,-0.273398801,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,164,Merthyr Tydfil,2018-2022,Total,Total,Total,Z-score category,Unfavourable,NA,NA,-1.049978486,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,2
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,23,Merton,2018-2022,Total,Total,Total,Z-score category,Favourable,NA,NA,1.334004059,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,4
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,58,Middlesbrough,2018-2022,Total,Total,Total,Z-score category,Least Favourable,NA,NA,-2.172308072,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,1
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,190,Midlothian,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.502752184,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,124,Milton Keynes,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.653133523,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
CI_childhood_conditions,Conditions of childhood index,SMC georgraphy,168,Monmouthshire,2018-2022,Total,Total,Total,Z-score category,Middle Group,NA,NA,0.484065931,NA,NA,NA,NA,Z-score,Groupings are bespoke groups produced by our supplier. They are not quintiles.,3
