measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,"Leicestershire, Rutland and Northamptonshire",unemp_binary,Unemployed,itl2_current_geo,NA,quintile,3,2014-2022,12.847,11.021,14.673,1290,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,13%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Lincolnshire,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,2,2014-2022,12.018,9.252,14.783,531,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Merseyside,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,3,2014-2022,13.557,11.198,15.916,809,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,North Eastern Scotland,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,2,2014-2022,11.848,8.514,15.181,361,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,North Yorkshire,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,1,2014-2022,9.245,6.986,11.503,632,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,9%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Northern Ireland,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,2,2014-2022,11.785,10.413,13.158,2120,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,"Northumberland, and Tyne and Wear",unemp_binary,Unemployed,itl2_current_geo,NA,quintile,5,2014-2022,16.652,14.384,18.919,1037,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,17%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Outer London - East and North East,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,5,2014-2022,21.277,18.589,23.964,891,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,21%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Outer London - South,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,5,2014-2022,17.849,14.961,20.738,675,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,18%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Outer London - West and North West,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,5,2014-2022,19.648,16.951,22.345,834,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,20%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Shropshire and Staffordshire,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,4,2014-2022,13.972,11.844,16.1,1020,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,South Yorkshire,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,4,2014-2022,14.364,12.044,16.684,878,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Southern Scotland,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,3,2014-2022,13.812,11.076,16.548,611,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,14%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,"Surrey, East and West Sussex",unemp_binary,Unemployed,itl2_current_geo,NA,quintile,2,2014-2022,11.964,10.404,13.525,1662,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,Tees Valley and Durham,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,5,2014-2022,19.223,16.494,21.952,801,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,19%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,West Central Scotland,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,2,2014-2022,12.398,10.322,14.474,968,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,12%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,West Midlands,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,5,2014-2022,19.868,17.896,21.841,1572,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,20%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,West Wales and The Valleys,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,4,2014-2022,14.585,12.604,16.566,1220,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,15%
dr32,Youth unemployment,geography_caterpillar,TLH2,ITL2,West Yorkshire,unemp_binary,Unemployed,itl2_current_geo,NA,quintile,4,2014-2022,15.033,13.262,16.803,1566,Percent,NA,"unemp_binary, itl2_current_geo",rweight,16-24,2014-2022,15%
