measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Lancashire,sec_employed,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,9.719,8.023,11.416,1171,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,10%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Leicestershire, Rutland and Northamptonshire",sec_employed,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,11.983,10.306,13.659,1442,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Lincolnshire,sec_employed,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,6.976,4.855,9.097,554,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,7%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Merseyside,sec_employed,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,10.993,9.111,12.875,1061,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,11%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,North Eastern Scotland,sec_employed,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,10.496,7.385,13.606,373,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,10%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,North Yorkshire,sec_employed,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,12.344,9.798,14.891,641,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Northern Ireland,sec_employed,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,12.35,11.094,13.607,2633,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Northumberland, and Tyne and Wear",sec_employed,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,11.026,9.247,12.805,1191,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,11%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Outer London - East and North East,sec_employed,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,14.819,12.789,16.85,1176,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Outer London - South,sec_employed,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,19.927,17.368,22.487,936,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,20%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Outer London - West and North West,sec_employed,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,16.305,14.14,18.471,1118,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,16%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Shropshire and Staffordshire,sec_employed,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,8.918,7.263,10.572,1140,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,9%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,South Yorkshire,sec_employed,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,11.289,9.442,13.135,1128,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,11%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Southern Scotland,sec_employed,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,5.911,4.043,7.78,612,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,6%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Surrey, East and West Sussex",sec_employed,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,14.36,12.663,16.058,1639,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,14%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Tees Valley and Durham,sec_employed,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,8.95,7.028,10.873,847,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,9%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,West Central Scotland,sec_employed,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,12.75,10.811,14.69,1136,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,13%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,West Midlands,sec_employed,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,11.802,10.357,13.247,1915,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,West Wales and The Valleys,sec_employed,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,7.062,5.736,8.389,1433,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,7%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,West Yorkshire,sec_employed,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,11.163,9.771,12.555,1967,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,11%
