"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Outer London - West and North West","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","5","2014-2022",21.339,20.194,22.485,"4917","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","21%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Shropshire and Staffordshire","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","2","2014-2022",14.559,13.466,15.653,"3995","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","15%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","South Yorkshire","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","2","2014-2022",12.72,11.644,13.796,"3682","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","13%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Southern Scotland","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","1","2014-2022",11.24,9.95,12.529,"2305","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","11%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Surrey, East and West Sussex","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","5","2014-2022",22.434,21.48,23.389,"7333","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","22%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Tees Valley and Durham","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","1","2014-2022",9.658,8.642,10.673,"3250","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","10%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","West Central Scotland","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","2","2014-2022",14.836,13.599,16.072,"3173","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","15%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","West Midlands","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","1","2014-2022",11.722,10.965,12.48,"6936","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","12%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","West Wales and The Valleys","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","1","2014-2022",9.743,8.928,10.559,"5079","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","10%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","West Yorkshire","sec_dependent_children","Higher professional","itl2_current_geo",NA,"quintile","2","2014-2022",14.56,13.721,15.399,"6790","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","15%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Bedfordshire and Hertfordshire","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","5","2014-2022",27.453,26.228,28.679,"5098","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","27%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Berkshire, Buckinghamshire and Oxfordshire","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","5","2014-2022",29.54,28.458,30.621,"6830","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","30%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Cheshire","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","3","2014-2022",26.555,24.932,28.178,"2844","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","27%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Cornwall and Isles of Scilly","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","3","2014-2022",24.835,22.742,26.928,"1637","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","25%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Cumbria","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","2","2014-2022",24.624,22.28,26.968,"1298","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","25%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Derbyshire and Nottinghamshire","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","2","2014-2022",24.621,23.479,25.762,"5468","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","25%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Devon","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","4","2014-2022",27.301,25.721,28.881,"3053","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","27%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Dorset and Somerset","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","4","2014-2022",26.998,25.538,28.459,"3551","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","27%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","East Anglia","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","3","2014-2022",25.395,24.362,26.428,"6817","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","25%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","East Wales","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","5","2014-2022",27.607,25.988,29.227,"2927","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","28%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","East Yorkshire and Northern Lincolnshire","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","1","2014-2022",22.242,20.572,23.911,"2383","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","22%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Eastern Scotland","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","4","2014-2022",26.73,25.484,27.977,"4843","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","27%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Essex","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","4","2014-2022",26.652,25.385,27.918,"4681","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","27%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Gloucestershire, Wiltshire and Bath/Bristol area","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","5","2014-2022",27.968,26.925,29.01,"7124","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","28%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Greater Manchester","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","2","2014-2022",24.338,23.361,25.314,"7417","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","24%"
"dr14","Distribution of parental occupation","geography_caterpillar","TLH2","ITL2","Hampshire and Isle of Wight","sec_dependent_children","Lower professional","itl2_current_geo",NA,"quintile","5","2014-2022",28.131,26.906,29.356,"5175","Percent",NA,"sec_dependent_children, itl2_current_geo","rweight","21-99","2014-2022","28%"
