measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Outer London - East and North East,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,15.397,14.361,16.433,4662,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Outer London - South,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,24.135,22.709,25.561,3458,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,24%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Outer London - West and North West,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,21.339,20.194,22.485,4917,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,21%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Shropshire and Staffordshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,14.559,13.466,15.653,3995,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,South Yorkshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,12.72,11.644,13.796,3682,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,13%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Southern Scotland,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,11.24,9.95,12.529,2305,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,11%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,"Surrey, East and West Sussex",sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,22.434,21.48,23.389,7333,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,22%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Tees Valley and Durham,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,9.658,8.642,10.673,3250,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,10%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,West Central Scotland,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,14.836,13.599,16.072,3173,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,West Midlands,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,11.722,10.965,12.48,6936,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,12%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,West Wales and The Valleys,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,9.743,8.928,10.559,5079,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,10%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,West Yorkshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,14.56,13.721,15.399,6790,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
